timestep,seed,target_angle_deg,reward_scale,mode,manual_alpha,condition,episode_return,episode_length,alpha
1000,13,90.0,0.1,auto_scaled,,auto_target_p090_scale_0.1,-286.15685065184215,1000,0.17206469178199768
2000,13,90.0,0.1,auto_scaled,,auto_target_p090_scale_0.1,-253.089259623566,1000,0.12784624099731445
3000,13,90.0,0.1,auto_scaled,,auto_target_p090_scale_0.1,-222.4824310850771,1000,0.09660529345273972
4000,13,90.0,0.1,auto_scaled,,auto_target_p090_scale_0.1,-187.91885486154192,1000,0.07390836626291275
5000,13,90.0,0.1,auto_scaled,,auto_target_p090_scale_0.1,-195.02265167214225,1000,0.05594881996512413
6000,13,90.0,0.1,auto_scaled,,auto_target_p090_scale_0.1,-184.6864637480086,1000,0.041608572006225586
7000,13,90.0,0.1,auto_scaled,,auto_target_p090_scale_0.1,-197.49899068271708,1000,0.030970850959420204
8000,13,90.0,0.1,auto_scaled,,auto_target_p090_scale_0.1,-181.13420005848496,1000,0.02355351857841015
9000,13,90.0,0.1,auto_scaled,,auto_target_p090_scale_0.1,-174.20176603421837,1000,0.01840893179178238
10000,13,90.0,0.1,auto_scaled,,auto_target_p090_scale_0.1,-156.9936548664349,1000,0.014760124497115612
11000,13,90.0,0.1,auto_scaled,,auto_target_p090_scale_0.1,-159.9972710571804,1000,0.012058735825121403
12000,13,90.0,0.1,auto_scaled,,auto_target_p090_scale_0.1,-152.0565642987929,1000,0.009965360164642334
13000,13,90.0,0.1,auto_scaled,,auto_target_p090_scale_0.1,-146.06204170873562,1000,0.008256438188254833
14000,13,90.0,0.1,auto_scaled,,auto_target_p090_scale_0.1,-146.4069990915438,1000,0.006934861186891794
15000,13,90.0,0.1,auto_scaled,,auto_target_p090_scale_0.1,-142.86458548220267,1000,0.006157886702567339
16000,13,90.0,0.1,auto_scaled,,auto_target_p090_scale_0.1,-148.28327344945833,1000,0.005939710885286331
17000,13,90.0,0.1,auto_scaled,,auto_target_p090_scale_0.1,-152.81213379066426,1000,0.0062449174001812935
18000,13,90.0,0.1,auto_scaled,,auto_target_p090_scale_0.1,-145.44026391481336,1000,0.00663012033328414
19000,13,90.0,0.1,auto_scaled,,auto_target_p090_scale_0.1,-142.33344157652496,1000,0.00674158800393343
20000,13,90.0,0.1,auto_scaled,,auto_target_p090_scale_0.1,-142.16487710492095,1000,0.006730330176651478
21000,13,90.0,0.1,auto_scaled,,auto_target_p090_scale_0.1,-144.94188715958632,1000,0.006578200962394476
22000,13,90.0,0.1,auto_scaled,,auto_target_p090_scale_0.1,-148.49327337261343,1000,0.006386552006006241
23000,13,90.0,0.1,auto_scaled,,auto_target_p090_scale_0.1,-142.23877130476123,1000,0.006477827671915293
24000,13,90.0,0.1,auto_scaled,,auto_target_p090_scale_0.1,-155.16198194848508,1000,0.006606511306017637
25000,13,90.0,0.1,auto_scaled,,auto_target_p090_scale_0.1,-155.18902565841842,1000,0.006702291779220104
26000,13,90.0,0.1,auto_scaled,,auto_target_p090_scale_0.1,-143.37596135866752,1000,0.006878508720546961
27000,13,90.0,0.1,auto_scaled,,auto_target_p090_scale_0.1,-142.98683813601858,1000,0.006913934368640184
28000,13,90.0,0.1,auto_scaled,,auto_target_p090_scale_0.1,-151.4879078421889,1000,0.006962355226278305
