global_step,critic_loss,actor_loss,alpha,logp,alpha_loss
10000,99.10592651367188,-0.21959489583969116,0.2,-1.3513414859771729,-5.393775939941406
11000,70.02011108398438,4.153620719909668,0.1577506071376713,0.5897383689880371,-2.604386329650879
12000,65.29769897460938,6.00180196762085,0.13271184386169246,1.0934014320373535,-1.8309439420700073
13000,80.10768127441406,7.629512786865234,0.11239608333802271,1.660676121711731,-0.7416691780090332
14000,21.159133911132812,5.460110664367676,0.09850462648051292,1.7312250137329102,-0.6229269504547119
15000,59.68041229248047,2.6613945960998535,0.09065292130496486,1.8328369855880737,-0.40131089091300964
16000,137.0423583984375,-1.6176271438598633,0.09234462070303619,1.593600869178772,-0.9681354761123657
17000,42.36138916015625,-0.9751127362251282,0.09226141596404093,2.2113914489746094,0.5037732720375061
18000,22.022411346435547,-3.5710325241088867,0.09063804258553307,1.9761229753494263,-0.05732560157775879
19000,11.053812026977539,-4.013567924499512,0.09353502659978645,1.7921719551086426,-0.49243178963661194
20000,18.257301330566406,-9.452339172363281,0.09254988323379938,1.9475778341293335,-0.12476517260074615
21000,12.270111083984375,-11.260032653808594,0.09246061024075365,2.049330234527588,0.11745411157608032
22000,17.455663681030273,-11.946821212768555,0.10067752866131699,1.9638381004333496,-0.08302167057991028
23000,27.672176361083984,-14.805355072021484,0.0953654610542521,1.949963927268982,-0.11758668720722198
24000,78.84033203125,-14.957988739013672,0.0960001734124211,2.0780580043792725,0.1829216480255127
25000,25.698272705078125,-16.86727523803711,0.10252001111014844,2.2743568420410156,0.6249018311500549
26000,14.638620376586914,-20.421037673950195,0.09751077899426808,1.7097080945968628,-0.6757392883300781
27000,65.98800659179688,-20.885211944580078,0.08890413035854389,1.9702807664871216,-0.07192642986774445
28000,10.540855407714844,-20.896392822265625,0.09069346784391906,2.1089632511138916,0.26154112815856934
29000,28.60837173461914,-22.886367797851562,0.094099133376669,1.8722431659698486,-0.3019413352012634
30000,29.088130950927734,-24.08272933959961,0.09253563500135392,1.932982087135315,-0.15951362252235413
31000,53.33850860595703,-24.667394638061523,0.0880532661173961,1.8436298370361328,-0.37995022535324097
32000,32.356224060058594,-27.599834442138672,0.08685664210773612,2.1395039558410645,0.34087783098220825
33000,15.800958633422852,-21.292461395263672,0.08640115128768094,2.071584463119507,0.17529255151748657
34000,19.59832763671875,-24.70547103881836,0.08688183520290924,2.1549596786499023,0.3785978853702545
35000,20.527587890625,-29.156291961669922,0.08925984688306537,2.0507864952087402,0.12271016091108322
36000,23.462562561035156,-28.136682510375977,0.08858455121802868,2.1183924674987793,0.2869598865509033
37000,215.85269165039062,-29.487977981567383,0.09615983523905632,1.9286589622497559,-0.16706271469593048
38000,22.90081024169922,-30.069988250732422,0.09599856915206166,1.9176764488220215,-0.19291870296001434
39000,42.774208068847656,-30.67504119873047,0.09639284262845339,1.7668910026550293,-0.5453170537948608
40000,63.86688995361328,-30.343067169189453,0.0974507787930334,2.1720056533813477,0.40049973130226135
