global_step,loss,epsilon
10000,201.90438842773438,0.905
11000,105.2188491821289,0.8955
12000,37.39126205444336,0.886
13000,59.34228515625,0.8765000000000001
14000,73.0253677368164,0.867
15000,25.12342071533203,0.8575
16000,7.4798994064331055,0.848
17000,19.235597610473633,0.8385
18000,33.54561996459961,0.829
19000,7.470788955688477,0.8195
20000,19.851499557495117,0.81
21000,19.101696014404297,0.8005
22000,10.955365180969238,0.791
23000,25.47919464111328,0.7815
24000,19.62413787841797,0.772
25000,26.348690032958984,0.7625
26000,40.18700408935547,0.753
27000,14.065413475036621,0.7435
28000,8.469849586486816,0.734
29000,32.71613311767578,0.7245
30000,31.519695281982422,0.7150000000000001
31000,39.84806823730469,0.7055
32000,5.418158531188965,0.696
33000,9.85604190826416,0.6865
34000,10.158823013305664,0.677
35000,6.57240104675293,0.6675
36000,43.4188232421875,0.658
37000,15.80665397644043,0.6485000000000001
38000,81.22320556640625,0.639
39000,10.736503601074219,0.6295
40000,23.025348663330078,0.62
41000,4.511637210845947,0.6105
42000,38.89824676513672,0.601
43000,8.581060409545898,0.5915
44000,6.29106330871582,0.5820000000000001
45000,13.843345642089844,0.5725
46000,34.06509780883789,0.563
47000,6.013250350952148,0.5535000000000001
48000,32.920204162597656,0.544
49000,7.501459121704102,0.5345
50000,10.235909461975098,0.525
51000,5.560870170593262,0.5155000000000001
52000,9.614648818969727,0.506
53000,14.037630081176758,0.49650000000000005
54000,2.1016883850097656,0.487
55000,65.5577621459961,0.47750000000000004
56000,16.177377700805664,0.46799999999999997
57000,6.165876865386963,0.4585
58000,11.14554214477539,0.44900000000000007
59000,17.78563117980957,0.4395
60000,13.652376174926758,0.43000000000000005
61000,6.227502346038818,0.4205
62000,14.83974838256836,0.41100000000000003
63000,13.617378234863281,0.4015000000000001
64000,14.525838851928711,0.392
65000,11.55016803741455,0.38250000000000006
66000,27.113862991333008,0.373
67000,14.770190238952637,0.36350000000000005
68000,18.226219177246094,0.354
69000,9.27993392944336,0.34450000000000003
70000,3.641319990158081,0.3350000000000001
71000,8.390382766723633,0.3255
72000,7.565767288208008,0.31600000000000006
73000,17.19369125366211,0.3065
74000,14.240985870361328,0.29700000000000004
75000,7.174272537231445,0.2875000000000001
76000,16.291492462158203,0.278
77000,6.291791915893555,0.26850000000000007
78000,38.97339630126953,0.259
79000,18.283432006835938,0.24950000000000006
80000,7.389153957366943,0.24
81000,15.014801979064941,0.23050000000000004
82000,13.482894897460938,0.22100000000000009
83000,30.33650016784668,0.21150000000000002
84000,20.44568634033203,0.20200000000000007
85000,7.922634124755859,0.1925
86000,9.682368278503418,0.18300000000000005
87000,10.637272834777832,0.1735
88000,12.008358001708984,0.16400000000000003
89000,23.382463455200195,0.15450000000000008
90000,5.0688700675964355,0.14500000000000002
91000,17.933931350708008,0.13550000000000006
92000,7.0088653564453125,0.126
93000,16.664840698242188,0.11650000000000005
94000,9.35647964477539,0.1070000000000001
95000,10.9638032913208,0.09750000000000003
96000,28.79462242126465,0.08800000000000008
97000,9.020092010498047,0.07850000000000001
98000,12.197774887084961,0.06900000000000006
99000,3.7900044918060303,0.0595
100000,41.600582122802734,0.050000000000000044
101000,21.706085205078125,0.050000000000000044
102000,5.682949066162109,0.050000000000000044
103000,8.033915519714355,0.050000000000000044
104000,5.084114074707031,0.050000000000000044
105000,5.737506866455078,0.050000000000000044
106000,10.559223175048828,0.050000000000000044
107000,5.953540802001953,0.050000000000000044
108000,5.544157028198242,0.050000000000000044
109000,17.39309310913086,0.050000000000000044
110000,6.368982315063477,0.050000000000000044
111000,11.36539363861084,0.050000000000000044
112000,4.383957862854004,0.050000000000000044
113000,7.226393699645996,0.050000000000000044
114000,12.57129955291748,0.050000000000000044
115000,42.603519439697266,0.050000000000000044
116000,62.45402526855469,0.050000000000000044
117000,4.615602493286133,0.050000000000000044
118000,13.668915748596191,0.050000000000000044
119000,3.458655834197998,0.050000000000000044
120000,5.553050994873047,0.050000000000000044
121000,8.348005294799805,0.050000000000000044
122000,7.637868881225586,0.050000000000000044
123000,7.352190971374512,0.050000000000000044
124000,10.007331848144531,0.050000000000000044
125000,13.825522422790527,0.050000000000000044
126000,5.3749542236328125,0.050000000000000044
127000,4.738455295562744,0.050000000000000044
128000,6.713077068328857,0.050000000000000044
129000,5.060537338256836,0.050000000000000044
130000,41.26939392089844,0.050000000000000044
131000,7.338888168334961,0.050000000000000044
132000,7.175044059753418,0.050000000000000044
133000,5.3595051765441895,0.050000000000000044
134000,11.748380661010742,0.050000000000000044
135000,31.875944137573242,0.050000000000000044
136000,7.780196189880371,0.050000000000000044
137000,12.766437530517578,0.050000000000000044
138000,32.98927307128906,0.050000000000000044
139000,7.735901355743408,0.050000000000000044
140000,37.25262451171875,0.050000000000000044
141000,3.5544610023498535,0.050000000000000044
142000,6.095138072967529,0.050000000000000044
143000,25.902713775634766,0.050000000000000044
144000,19.522850036621094,0.050000000000000044
145000,9.219972610473633,0.050000000000000044
146000,9.251679420471191,0.050000000000000044
147000,6.680294036865234,0.050000000000000044
148000,46.41527557373047,0.050000000000000044
149000,38.3291015625,0.050000000000000044
150000,5.562158584594727,0.050000000000000044
151000,33.49608612060547,0.050000000000000044
152000,4.380255699157715,0.050000000000000044
153000,4.132473945617676,0.050000000000000044
154000,12.290998458862305,0.050000000000000044
155000,4.144801139831543,0.050000000000000044
156000,27.239925384521484,0.050000000000000044
157000,30.071556091308594,0.050000000000000044
158000,8.307924270629883,0.050000000000000044
159000,51.943336486816406,0.050000000000000044
160000,36.67792892456055,0.050000000000000044
161000,5.003151893615723,0.050000000000000044
162000,7.068024635314941,0.050000000000000044
163000,6.8429155349731445,0.050000000000000044
164000,36.27984619140625,0.050000000000000044
