global_step,critic_loss,actor_loss,alpha,logp,alpha_loss
10000,90.6298828125,-0.17317575216293335,0.2,-1.3224748373031616,-5.347317218780518
11000,51.13301086425781,5.512950897216797,0.1593033698006616,1.0600513219833374,-1.7266340255737305
12000,36.08490753173828,6.684530735015869,0.1377855119226649,1.5621496438980103,-0.8678444623947144
13000,20.80649185180664,2.21842098236084,0.12423398150979259,1.6108028888702393,-0.8117049932479858
14000,9.371105194091797,3.1660804748535156,0.11192441047998344,1.889756679534912,-0.2414252907037735
15000,17.088939666748047,2.028424024581909,0.0995325331218011,1.6860616207122803,-0.7243409156799316
16000,59.343833923339844,3.6032981872558594,0.08564680848515821,2.2989754676818848,0.7347393035888672
17000,100.49678039550781,-0.6667620539665222,0.11030797158031638,2.484905242919922,1.0689635276794434
18000,12.771757125854492,0.1176958680152893,0.11709400419015874,1.914244532585144,-0.18392658233642578
19000,5.494606971740723,-6.4629597663879395,0.12107298128981477,2.0756585597991943,0.15974262356758118
20000,23.353490829467773,-7.302210330963135,0.11324562999662935,1.9088791608810425,-0.19847901165485382
21000,10.267892837524414,-8.195578575134277,0.10530550182700045,1.7584638595581055,-0.5436710119247437
22000,8.106308937072754,-9.13658618927002,0.10001759724635528,1.877138614654541,-0.28287720680236816
23000,46.38829803466797,-10.49496841430664,0.09538572935578156,2.1334586143493652,0.31360486149787903
24000,76.17184448242188,-3.6949028968811035,0.09976992955344859,2.03822660446167,0.08810833841562271
25000,15.491853713989258,-9.334010124206543,0.0940508496506507,1.804793357849121,-0.461452841758728
26000,9.377070426940918,-2.3768646717071533,0.11465411828524047,1.599962830543518,-0.8664145469665527
27000,12.8551664352417,-4.9393792152404785,0.09728751951838763,2.0110127925872803,0.02566090226173401
28000,77.96577453613281,-4.640312194824219,0.09293211763918584,2.396207809448242,0.941344678401947
29000,5.987473011016846,-7.861081600189209,0.09552790877355592,2.329913377761841,0.7747477293014526
30000,14.198830604553223,-6.603344917297363,0.09261992413516473,2.135305404663086,0.32192569971084595
31000,30.37086296081543,-11.056102752685547,0.10168631102068043,2.1909098625183105,0.4363940358161926
32000,16.969154357910156,-10.370770454406738,0.1100729811542086,2.295811653137207,0.6527414917945862
33000,20.031776428222656,-6.590612411499023,0.12725968094965728,2.184361457824707,0.3800661563873291
34000,8.958451271057129,-3.15895938873291,0.14715921758460476,2.4671316146850586,0.8951359987258911
35000,14.840497970581055,-6.071033000946045,0.1355795529347969,1.7900006771087646,-0.4196198582649231
36000,16.66839599609375,-7.069842338562012,0.12737057976357316,1.700570821762085,-0.6170202493667603
37000,28.018871307373047,-8.052672386169434,0.12178702005471848,1.9885891675949097,-0.024025358259677887
38000,9.764833450317383,-5.489363670349121,0.12482031580353431,1.867276906967163,-0.2761808931827545
39000,11.186558723449707,-6.447061061859131,0.1230698779217344,1.8635807037353516,-0.28579872846603394
40000,14.512704849243164,-5.731169700622559,0.11618052587328359,1.8393290042877197,-0.3458619713783264
41000,34.120018005371094,-11.189772605895996,0.11330488935843827,1.6525042057037354,-0.7567324042320251
42000,45.83100128173828,-5.243029594421387,0.10629876282531363,1.8059638738632202,-0.4349321722984314
43000,11.024988174438477,-5.440145492553711,0.09785837965736441,2.046879291534424,0.10895827412605286
44000,7.397259712219238,-3.024862289428711,0.0922401773853437,1.792668104171753,-0.4941461682319641
45000,29.187965393066406,-4.692604064941406,0.0896165682827417,1.9525680541992188,-0.11441574990749359
46000,17.061307907104492,-8.850984573364258,0.08562768038254825,2.1730704307556152,0.4253634512424469
47000,13.075439453125,-12.53337287902832,0.08403277782189071,2.15385365486145,0.38102564215660095
48000,6.934486389160156,-10.898809432983398,0.08402937739786141,1.8298828601837158,-0.4213099479675293
49000,28.621837615966797,-7.5680694580078125,0.08382594719473048,1.8289098739624023,-0.4241342544555664
50000,25.629318237304688,-6.977372646331787,0.08623798575315995,2.1686339378356934,0.4132617712020874
51000,24.00430679321289,-6.883910179138184,0.0836533283723008,2.0281550884246826,0.06985467672348022
52000,15.53950309753418,-10.691218376159668,0.08638770547485283,1.9291987419128418,-0.1733858287334442
53000,26.734424591064453,-6.464886665344238,0.09027674253519055,2.3045523166656494,0.7324106693267822
54000,14.368208885192871,-10.732086181640625,0.09463003063892408,1.9895167350769043,-0.02471718192100525
