global_step,loss,epsilon
10000,54.32485580444336,0.905
11000,47.838417053222656,0.8955
12000,51.88307189941406,0.886
13000,96.79806518554688,0.8765000000000001
14000,24.453062057495117,0.867
15000,59.00057601928711,0.8575
16000,21.159568786621094,0.848
17000,4.916409492492676,0.8385
18000,15.189685821533203,0.829
19000,17.50226402282715,0.8195
20000,11.11527156829834,0.81
21000,11.962690353393555,0.8005
22000,6.8779425621032715,0.791
23000,24.905475616455078,0.7815
24000,25.264434814453125,0.772
25000,24.895221710205078,0.7625
26000,24.14289665222168,0.753
27000,6.640455722808838,0.7435
28000,12.623156547546387,0.734
29000,23.06535530090332,0.7245
30000,8.465509414672852,0.7150000000000001
31000,7.756046295166016,0.7055
32000,6.203892230987549,0.696
33000,19.970911026000977,0.6865
34000,26.380388259887695,0.677
35000,8.648370742797852,0.6675
36000,6.6100263595581055,0.658
37000,9.236068725585938,0.6485000000000001
38000,25.02425765991211,0.639
39000,14.456892013549805,0.6295
40000,11.955551147460938,0.62
41000,10.331865310668945,0.6105
42000,9.806955337524414,0.601
43000,7.519497871398926,0.5915
44000,5.5376386642456055,0.5820000000000001
45000,13.414283752441406,0.5725
46000,10.966418266296387,0.563
47000,10.319355010986328,0.5535000000000001
48000,17.80565643310547,0.544
49000,14.612756729125977,0.5345
50000,13.79781723022461,0.525
51000,7.545511245727539,0.5155000000000001
52000,8.555243492126465,0.506
53000,8.169536590576172,0.49650000000000005
54000,6.197221755981445,0.487
55000,9.969403266906738,0.47750000000000004
56000,22.775896072387695,0.46799999999999997
57000,12.256134986877441,0.4585
58000,7.582869529724121,0.44900000000000007
59000,21.325551986694336,0.4395
60000,63.472137451171875,0.43000000000000005
61000,10.340568542480469,0.4205
62000,14.405847549438477,0.41100000000000003
63000,53.70140075683594,0.4015000000000001
64000,20.680465698242188,0.392
65000,37.02970886230469,0.38250000000000006
66000,9.014902114868164,0.373
67000,17.519683837890625,0.36350000000000005
68000,23.587690353393555,0.354
69000,7.732709884643555,0.34450000000000003
70000,18.402406692504883,0.3350000000000001
71000,10.256519317626953,0.3255
72000,6.153000354766846,0.31600000000000006
73000,16.753223419189453,0.3065
74000,31.33189582824707,0.29700000000000004
75000,25.407745361328125,0.2875000000000001
76000,31.12045669555664,0.278
77000,19.56438636779785,0.26850000000000007
78000,6.5232954025268555,0.259
79000,20.405616760253906,0.24950000000000006
80000,27.1348934173584,0.24
81000,30.70267677307129,0.23050000000000004
82000,23.707015991210938,0.22100000000000009
83000,11.71303939819336,0.21150000000000002
84000,44.742149353027344,0.20200000000000007
85000,17.201915740966797,0.1925
86000,24.05057716369629,0.18300000000000005
87000,29.006025314331055,0.1735
88000,10.230010986328125,0.16400000000000003
89000,6.9908366203308105,0.15450000000000008
90000,18.063297271728516,0.14500000000000002
91000,3.9866702556610107,0.13550000000000006
92000,9.80803108215332,0.126
93000,13.480607986450195,0.11650000000000005
94000,5.774561882019043,0.1070000000000001
95000,34.283023834228516,0.09750000000000003
96000,69.8366928100586,0.08800000000000008
97000,13.805194854736328,0.07850000000000001
98000,85.44702911376953,0.06900000000000006
99000,8.937868118286133,0.0595
100000,7.159198760986328,0.050000000000000044
101000,12.002853393554688,0.050000000000000044
102000,8.594137191772461,0.050000000000000044
103000,7.534000396728516,0.050000000000000044
104000,78.80694580078125,0.050000000000000044
105000,15.647638320922852,0.050000000000000044
106000,10.345388412475586,0.050000000000000044
107000,16.532028198242188,0.050000000000000044
108000,5.985040664672852,0.050000000000000044
109000,8.83999252319336,0.050000000000000044
110000,3.2783589363098145,0.050000000000000044
111000,12.416290283203125,0.050000000000000044
112000,4.645986557006836,0.050000000000000044
113000,45.341209411621094,0.050000000000000044
114000,8.287010192871094,0.050000000000000044
115000,9.392595291137695,0.050000000000000044
116000,8.334606170654297,0.050000000000000044
117000,9.78106689453125,0.050000000000000044
118000,10.235147476196289,0.050000000000000044
119000,29.93391227722168,0.050000000000000044
120000,35.31781768798828,0.050000000000000044
121000,16.878952026367188,0.050000000000000044
122000,21.136390686035156,0.050000000000000044
123000,4.94917631149292,0.050000000000000044
124000,18.571453094482422,0.050000000000000044
125000,4.9714765548706055,0.050000000000000044
126000,5.060636043548584,0.050000000000000044
127000,10.695792198181152,0.050000000000000044
128000,63.7214469909668,0.050000000000000044
129000,5.196656227111816,0.050000000000000044
130000,22.692522048950195,0.050000000000000044
131000,12.6506986618042,0.050000000000000044
132000,25.250015258789062,0.050000000000000044
133000,11.406820297241211,0.050000000000000044
134000,9.286075592041016,0.050000000000000044
135000,4.87753438949585,0.050000000000000044
136000,10.569662094116211,0.050000000000000044
137000,3.985727548599243,0.050000000000000044
138000,20.945068359375,0.050000000000000044
139000,4.291389465332031,0.050000000000000044
140000,8.76089096069336,0.050000000000000044
141000,4.992372512817383,0.050000000000000044
142000,10.230399131774902,0.050000000000000044
143000,15.964469909667969,0.050000000000000044
144000,32.03871536254883,0.050000000000000044
145000,15.021637916564941,0.050000000000000044
146000,13.49362564086914,0.050000000000000044
147000,7.226762294769287,0.050000000000000044
148000,19.705785751342773,0.050000000000000044
149000,13.780458450317383,0.050000000000000044
150000,22.666393280029297,0.050000000000000044
151000,6.916253089904785,0.050000000000000044
152000,26.476058959960938,0.050000000000000044
153000,7.3124470710754395,0.050000000000000044
154000,8.657617568969727,0.050000000000000044
155000,7.509016990661621,0.050000000000000044
156000,8.611627578735352,0.050000000000000044
157000,5.2776713371276855,0.050000000000000044
158000,6.340015411376953,0.050000000000000044
159000,6.587497711181641,0.050000000000000044
160000,15.233161926269531,0.050000000000000044
161000,15.558250427246094,0.050000000000000044
162000,4.77552604675293,0.050000000000000044
