global_step,event,episode_return,episode_length,alpha,hover_reward_value,replay_size,critic_loss,actor_loss,logp,alpha_loss
3427,episode_end,-412.55717613250465,153,0.2,200.0,,,,,
3523,episode_end,-259.1933455580071,96,0.2,200.0,,,,,
3610,episode_end,-293.2147097946225,87,0.2,200.0,,,,,
3707,episode_end,-488.5655684503374,97,0.2,200.0,,,,,
3855,episode_end,-292.04990695779446,148,0.2,200.0,,,,,
3950,episode_end,-89.37864756055045,95,0.2,200.0,,,,,
4000,train_step,,,0.2,200.0,4000,,,,
4055,episode_end,97.93214212246028,105,0.2,200.0,,,,,
4143,episode_end,-74.52799555615834,88,0.2,200.0,,,,,
4222,episode_end,-70.02639458844821,79,0.2,200.0,,,,,
4356,episode_end,-325.05470643465924,134,0.2,200.0,,,,,
4431,episode_end,-71.5372681890888,75,0.2,200.0,,,,,
4523,episode_end,-184.39832365086846,92,0.2,200.0,,,,,
4637,episode_end,-516.6574799981679,114,0.2,200.0,,,,,
4754,episode_end,-245.39505338771727,117,0.2,200.0,,,,,
4892,episode_end,-410.6356827737402,138,0.2,200.0,,,,,
5000,train_step,,,0.2,200.0,5000,,,,
5029,episode_end,-474.78124486278745,137,0.2,200.0,,,,,
5125,episode_end,-479.40772675483987,96,0.2,200.0,,,,,
5222,episode_end,-257.25139319632115,97,0.2,200.0,,,,,
5350,episode_end,-29.752662247372086,128,0.2,200.0,,,,,
5460,episode_end,-256.90944513372665,110,0.2,200.0,,,,,
5572,episode_end,-214.57471484905142,112,0.2,200.0,,,,,
5682,episode_end,-272.07848646797214,110,0.2,200.0,,,,,
5797,episode_end,-116.31365009133238,115,0.2,200.0,,,,,
5908,episode_end,-229.41164573983025,111,0.2,200.0,,,,,
6000,train_step,,,0.2,200.0,6000,,,,
6015,episode_end,-293.4175920729353,107,0.2,200.0,,,,,
6159,episode_end,-228.1670741082639,144,0.2,200.0,,,,,
6310,episode_end,93.04209891871625,151,0.2,200.0,,,,,
6400,episode_end,-371.314385329675,90,0.2,200.0,,,,,
6511,episode_end,-399.66429191244055,111,0.2,200.0,,,,,
6637,episode_end,-469.5493367614966,126,0.2,200.0,,,,,
6813,episode_end,-123.96415933856753,176,0.2,200.0,,,,,
6901,episode_end,-463.5784052758789,88,0.2,200.0,,,,,
7000,train_step,,,0.2,200.0,7000,,,,
7012,episode_end,-89.63200584634224,111,0.2,200.0,,,,,
7159,episode_end,-173.6493373015689,147,0.2,200.0,,,,,
7221,episode_end,-108.13355924548614,62,0.2,200.0,,,,,
7379,episode_end,-73.29504621522071,158,0.2,200.0,,,,,
7473,episode_end,-134.30426807022454,94,0.2,200.0,,,,,
7624,episode_end,-386.0073522868591,151,0.2,200.0,,,,,
7739,episode_end,-100.74909238732984,115,0.2,200.0,,,,,
7866,episode_end,-228.4510478064742,127,0.2,200.0,,,,,
7981,episode_end,-405.8983226838561,115,0.2,200.0,,,,,
8000,train_step,,,0.2,200.0,8000,,,,
8064,episode_end,-464.7116821049693,83,0.2,200.0,,,,,
8159,episode_end,-92.30605005715046,95,0.2,200.0,,,,,
8238,episode_end,-352.42205647804496,79,0.2,200.0,,,,,
8311,episode_end,-79.82447318389954,73,0.2,200.0,,,,,
8408,episode_end,-364.94230207344174,97,0.2,200.0,,,,,
8486,episode_end,-434.3022557922993,78,0.2,200.0,,,,,
8669,episode_end,-287.07963113102414,183,0.2,200.0,,,,,
8765,episode_end,-527.5675235848744,96,0.2,200.0,,,,,
8885,episode_end,-518.9172133662714,120,0.2,200.0,,,,,
9000,train_step,,,0.2,200.0,9000,,,,
9034,episode_end,-208.40276540039636,149,0.2,200.0,,,,,
9228,episode_end,-359.0896656212114,194,0.2,200.0,,,,,
9347,episode_end,-223.85541277942036,119,0.2,200.0,,,,,
9463,episode_end,-296.54651220388854,116,0.2,200.0,,,,,
9564,episode_end,-496.8614576056071,101,0.2,200.0,,,,,
9647,episode_end,-93.60542792625999,83,0.2,200.0,,,,,
9767,episode_end,-219.48975124877774,120,0.2,200.0,,,,,
9840,episode_end,169.50013291790577,73,0.2,200.0,,,,,
9937,episode_end,-314.7955077995512,97,0.2,200.0,,,,,
10000,train_step,,,0.2,200.0,10000,177.31961059570312,-0.09518902748823166,-1.3430815935134888,-5.3804826736450195
10016,episode_end,-86.81236774330938,79,0.19904251790456431,200.0,,,,,
10109,episode_end,-297.8648598338572,93,0.19375463661323666,200.0,,,,,
10218,episode_end,-37.65242141792439,109,0.18848928381091754,200.0,,,,,
10426,episode_end,-143.59874954800628,208,0.1796615783833692,200.0,,,,,
10589,episode_end,139.79450055510372,163,0.1728556516498163,200.0,,,,,
10751,episode_end,44.88510056392684,162,0.1662493075385908,200.0,,,,,
10955,episode_end,191.97699236272518,204,0.1588755836635512,200.0,,,,,
11000,train_step,,,0.15745005099112094,200.0,11000,113.33934020996094,7.322071075439453,0.7586838006973267,-2.294755458831787
11261,episode_end,-147.16679190302162,306,0.1498392300928809,200.0,,,,,
11573,episode_end,-8.950254879709618,312,0.14249328607229925,200.0,,,,,
11826,episode_end,-124.18687919020923,253,0.13825736091672228,200.0,,,,,
12000,train_step,,,0.13625461808426587,200.0,12000,22.916240692138672,5.33571195602417,1.4939401149749756,-1.0086939334869385
12053,episode_end,-192.12854270167486,227,0.1355229591897221,200.0,,,,,
12182,episode_end,-45.65141959810805,129,0.13366548845297826,200.0,,,,,
12384,episode_end,-85.61484029220406,202,0.13164835607725933,200.0,,,,,
12586,episode_end,203.29872894262138,202,0.12962685277868863,200.0,,,,,
12718,episode_end,-208.54086278437882,132,0.12815032821308509,200.0,,,,,
12845,episode_end,-271.1626800584371,127,0.12743884783694157,200.0,,,,,
12979,episode_end,-312.40682310223394,134,0.12787050452150348,200.0,,,,,
13000,train_step,,,0.12791680614302461,200.0,13000,33.07903289794922,7.660879135131836,2.5455093383789062,1.1217718124389648
13117,episode_end,-106.55549486341954,138,0.1281166982771787,200.0,,,,,
13259,episode_end,157.50804633102484,142,0.12861225153956948,200.0,,,,,
13473,episode_end,-280.4476661789882,214,0.12952005760963498,200.0,,,,,
14000,train_step,,,0.13206174212513702,200.0,14000,61.93242263793945,5.668265342712402,1.6603507995605469,-0.6876147985458374
14473,episode_end,208.71256893784965,1000,0.13445245221936108,200.0,,,,,
14564,episode_end,-29.113587491386113,91,0.13527780104023523,200.0,,,,,
14955,episode_end,-105.91754138708589,391,0.13917768253263404,200.0,,,,,
15000,train_step,,,0.13936793059232264,200.0,15000,98.45355987548828,2.1067633628845215,2.169437885284424,0.3339002728462219
15246,episode_end,-76.12447792023951,291,0.1417473834939242,200.0,,,,,
15489,episode_end,-76.82690352296616,243,0.14405478649720868,200.0,,,,,
15653,episode_end,-13.46972475702728,164,0.14434372259755254,200.0,,,,,
15791,episode_end,131.5962994887959,138,0.14574305063167192,200.0,,,,,
15938,episode_end,-40.211466162075595,147,0.14602028812667264,200.0,,,,,
16000,train_step,,,0.14715221180298016,200.0,16000,738.5626220703125,0.8518310785293579,2.2687430381774902,0.5149892568588257
16032,episode_end,-18.781090474982534,94,0.14729679129791695,200.0,,,,,
16228,episode_end,-176.54653787002383,196,0.15186258715820847,200.0,,,,,
16355,episode_end,37.69300858328597,127,0.15433155022060757,200.0,,,,,
16458,episode_end,48.51374413835214,103,0.1570618641389585,200.0,,,,,
16650,episode_end,-44.21803800112028,192,0.15926570830483724,200.0,,,,,
16763,episode_end,152.0917844875662,113,0.15994602965461774,200.0,,,,,
16894,episode_end,-37.72878341036771,131,0.1613814498806797,200.0,,,,,
16963,episode_end,-18.653490698101095,69,0.16241370317765597,200.0,,,,,
17000,train_step,,,0.1631376514149942,200.0,17000,44.99800491333008,-4.546380519866943,1.9801299571990967,-0.03602737560868263
17080,episode_end,191.99553318853197,117,0.16307141040993686,200.0,,,,,
17160,episode_end,157.40116942462146,80,0.16395908781879281,200.0,,,,,
17271,episode_end,137.71296732993017,111,0.16414914305398773,200.0,,,,,
17368,episode_end,-25.03207997473949,97,0.1639861331924515,200.0,,,,,
17468,episode_end,-36.635942922244126,100,0.16451860651631045,200.0,,,,,
17585,episode_end,-9.653412005526022,117,0.16500661679694004,200.0,,,,,
17677,episode_end,-32.97935782849811,92,0.16575614672111127,200.0,,,,,
17759,episode_end,0.6184510011563731,82,0.16404727396558594,200.0,,,,,
17851,episode_end,212.402732210134,92,0.16365758933680874,200.0,,,,,
17942,episode_end,2.307145490303583,91,0.16253346784945413,200.0,,,,,
18000,train_step,,,0.1627734072006835,200.0,18000,33.95848846435547,-7.248614311218262,2.0425925254821777,0.07732255756855011
18083,episode_end,-207.3587173501729,141,0.162464883598082,200.0,,,,,
18174,episode_end,212.21514820178498,91,0.16214445278915893,200.0,,,,,
18279,episode_end,-96.53375254594295,105,0.1629648922406058,200.0,,,,,
18427,episode_end,-9.906426458115646,148,0.15979752744432105,200.0,,,,,
18503,episode_end,221.92905501837288,76,0.1588048629594642,200.0,,,,,
18609,episode_end,2.3705916790852086,106,0.15875708949809228,200.0,,,,,
18698,episode_end,11.11805397999828,89,0.15812650321650942,200.0,,,,,
18799,episode_end,7.838269705570696,101,0.15632975751659395,200.0,,,,,
18885,episode_end,23.722533512530248,86,0.15667286039001302,200.0,,,,,
18952,episode_end,-42.501926877824026,67,0.15636481818927214,200.0,,,,,
19000,train_step,,,0.15688982667469423,200.0,19000,103.4168472290039,-10.527681350708008,1.9868392944335938,-0.024376288056373596
19037,episode_end,183.53772888231833,85,0.15667560697851285,200.0,,,,,
19124,episode_end,-16.620381522193867,87,0.15664910481210814,200.0,,,,,
19222,episode_end,-27.31222733483436,98,0.15713300687657264,200.0,,,,,
19319,episode_end,176.39259575972528,97,0.15764872066167246,200.0,,,,,
19425,episode_end,-39.471300812306964,106,0.15658785389690197,200.0,,,,,
19494,episode_end,17.677198970896114,69,0.15757265574148754,200.0,,,,,
19587,episode_end,191.15523289733636,93,0.15723119706045807,200.0,,,,,
19711,episode_end,50.930281320162635,124,0.1573015256034037,200.0,,,,,
19829,episode_end,8.918143535433174,118,0.15797678843855964,200.0,,,,,
19928,episode_end,202.94419482965094,99,0.15855240951475166,200.0,,,,,
20000,train_step,,,0.15891181407339564,200.0,20000,333.73309326171875,-15.43626880645752,1.7938237190246582,-0.3792416751384735
20010,episode_end,6.064057001447708,82,0.1590519892958815,200.0,,,,,
21000,train_step,,,0.1619791862517745,200.0,21000,31.540733337402344,-27.272462844848633,2.3072338104248047,0.5592535734176636
21010,episode_end,81.96317557585753,1000,0.16216352977979767,200.0,,,,,
21094,episode_end,-142.5872975563547,84,0.16244202160891175,200.0,,,,,
21166,episode_end,-45.42796499609014,72,0.1618870299129693,200.0,,,,,
21585,episode_end,229.89854980615974,419,0.1668080444204727,200.0,,,,,
21749,episode_end,49.218242504043104,164,0.16744138065991973,200.0,,,,,
21856,episode_end,-34.84970561557806,107,0.167815534082317,200.0,,,,,
22000,train_step,,,0.16853994597725597,200.0,22000,297.66937255859375,-18.953285217285156,1.976959228515625,-0.041025858372449875
22019,episode_end,-175.68480980393502,163,0.16848774893081928,200.0,,,,,
22102,episode_end,140.9037088755791,83,0.16845550668438555,200.0,,,,,
22172,episode_end,225.90731108957476,70,0.1683871996912057,200.0,,,,,
22309,episode_end,45.658443959295,137,0.1705323261502127,200.0,,,,,
22812,episode_end,-84.8337561932565,503,0.16843341118429248,200.0,,,,,
22887,episode_end,234.58856690459544,75,0.17102030959986134,200.0,,,,,
22977,episode_end,-242.38929082428274,90,0.17289512395278248,200.0,,,,,
23000,train_step,,,0.17233993099443318,200.0,23000,115.97311401367188,-19.06346893310547,1.8558845520019531,-0.25339609384536743
23221,episode_end,143.07260052495815,244,0.1728578422202662,200.0,,,,,
23314,episode_end,-258.6554315569205,93,0.17320673430281291,200.0,,,,,
23414,episode_end,187.50184982555288,100,0.17286097407356577,200.0,,,,,
23501,episode_end,-219.27039894705052,87,0.17259214153697572,200.0,,,,,
24000,train_step,,,0.17634615231782455,200.0,24000,42.33109664916992,-26.176639556884766,2.021846294403076,0.037909846752882004
24501,episode_end,112.8488985361822,1000,0.18326942609869104,200.0,,,,,
24949,episode_end,-14.986286664974045,448,0.18174983756149263,200.0,,,,,
25000,train_step,,,0.18383472273486728,200.0,25000,42.548316955566406,-27.3974609375,1.8308055400848389,-0.28656789660453796
25123,episode_end,20.540482950902557,174,0.18342040829759435,200.0,,,,,
25461,episode_end,-195.1873866265346,338,0.18021502654463023,200.0,,,,,
25595,episode_end,20.451236315005787,134,0.17935341896624785,200.0,,,,,
25667,episode_end,-195.00276367461868,72,0.17822448174224687,200.0,,,,,
25764,episode_end,-1.748412626604221,97,0.17845949012618076,200.0,,,,,
26000,train_step,,,0.17562326396188535,200.0,26000,304.620361328125,-24.516096115112305,2.0226523876190186,0.03940199315547943
26049,episode_end,5.940883912588802,285,0.17691956388442084,200.0,,,,,
27000,train_step,,,0.16965278508099726,200.0,27000,47.015541076660156,-24.544395446777344,2.0645997524261475,0.11460001021623611
27049,episode_end,58.63130838639461,1000,0.16915315341192153,200.0,,,,,
27344,episode_end,262.5333218099952,295,0.16736555741357584,200.0,,,,,
27716,episode_end,425.6956199452441,372,0.1674674278917475,200.0,,,,,
28000,train_step,,,0.16684972373522206,200.0,28000,283.1741943359375,-32.61405944824219,1.9693622589111328,-0.05486172065138817
28426,episode_end,227.56194957737702,710,0.1638517558678389,200.0,,,,,
28729,episode_end,14.73791697374287,303,0.1635822476428256,200.0,,,,,
28861,episode_end,270.952462258975,132,0.16324464581755568,200.0,,,,,
29000,train_step,,,0.16321614741276633,200.0,29000,205.83685302734375,-19.490102767944336,1.9709630012512207,-0.052634626626968384
29294,episode_end,-305.94970871943815,433,0.16155665782425493,200.0,,,,,
29416,episode_end,-1.8154665366389082,122,0.16230314631512688,200.0,,,,,
29512,episode_end,260.8153678007963,96,0.16250033509049863,200.0,,,,,
29698,episode_end,10.477219516829948,186,0.1599120331646122,200.0,,,,,
30000,train_step,,,0.15921252613404274,200.0,30000,35.69988250732422,-28.27060890197754,1.6784247159957886,-0.5908993482589722
30019,episode_end,6.127044887726967,321,0.15862560290097444,200.0,,,,,
30449,episode_end,-139.5986324368354,430,0.15616395906456526,200.0,,,,,
30619,episode_end,-49.940896154088975,170,0.1547211801288709,200.0,,,,,
31000,train_step,,,0.15566635595744632,200.0,31000,541.282958984375,-19.239221572875977,2.0097811222076416,0.018193647265434265
31302,episode_end,404.04344468194455,683,0.15829637788168827,200.0,,,,,
31679,episode_end,247.92281696994567,377,0.1594178620590716,200.0,,,,,
31872,episode_end,34.71480019850452,193,0.15900668362721315,200.0,,,,,
31974,episode_end,205.8238171905914,102,0.16064441272427718,200.0,,,,,
32000,train_step,,,0.16069832250711505,200.0,32000,29.628643035888672,-16.667709350585938,1.8713699579238892,-0.23516468703746796
32188,episode_end,26.287383423790942,214,0.16258434949942002,200.0,,,,,
32330,episode_end,-29.315793430649308,142,0.1621549183290477,200.0,,,,,
32611,episode_end,187.7407919195548,281,0.1613125055832565,200.0,,,,,
33000,train_step,,,0.15959823562925415,200.0,33000,272.57958984375,-23.888660430908203,1.8473265171051025,-0.2801705002784729
33611,episode_end,80.04181950384773,1000,0.16173631591385595,200.0,,,,,
33742,episode_end,235.84303625099102,131,0.16289395615619603,200.0,,,,,
34000,train_step,,,0.162562861854263,200.0,34000,41.11869812011719,-19.34546661376953,2.0095770359039307,0.017398864030838013
34742,episode_end,82.92494917553422,1000,0.16000406048261334,200.0,,,,,
34913,episode_end,-55.947711498302134,171,0.1592727795046554,200.0,,,,,
35000,train_step,,,0.15941032462560653,200.0,35000,47.29873275756836,-17.962934494018555,2.220522880554199,0.4049403667449951
35176,episode_end,284.2131666623445,263,0.1594434111717021,200.0,,,,,
35504,episode_end,446.31603382492847,328,0.16046509039234141,200.0,,,,,
35928,episode_end,239.23910827298343,424,0.16091927748592966,200.0,,,,,
36000,train_step,,,0.16082811967377317,200.0,36000,228.55804443359375,-18.644052505493164,2.0297069549560547,0.05428706854581833
36360,episode_end,465.2515556061501,432,0.16175106360479516,200.0,,,,,
36474,episode_end,239.64881671968658,114,0.16163384233062048,200.0,,,,,
36573,episode_end,228.98499464736278,99,0.16122678097166693,200.0,,,,,
36984,episode_end,129.975007556418,411,0.16319753758776237,200.0,,,,,
37000,train_step,,,0.16268238989625194,200.0,37000,67.38699340820312,-23.408418655395508,1.9807847738265991,-0.034893959760665894
37317,episode_end,240.44429700276152,333,0.16439539619787025,200.0,,,,,
37556,episode_end,-171.437503070889,239,0.16527617423621194,200.0,,,,,
37767,episode_end,26.314236472694176,211,0.16783510259539658,200.0,,,,,
37979,episode_end,446.9707135776303,212,0.16486429550843698,200.0,,,,,
38000,train_step,,,0.16523269566334878,200.0,38000,37.49115753173828,-19.365100860595703,1.981719970703125,-0.03291149437427521
38241,episode_end,431.69879833662594,262,0.16681287554083019,200.0,,,,,
38694,episode_end,-182.0700493877058,453,0.16597759772765586,200.0,,,,,
38868,episode_end,259.61312144258716,174,0.16310483353388913,200.0,,,,,
38991,episode_end,248.01092196382382,123,0.1626923328752955,200.0,,,,,
39000,train_step,,,0.16266472589955724,200.0,39000,27.81739044189453,-30.450136184692383,2.0194027423858643,0.0352366641163826
39129,episode_end,151.24581804962963,138,0.16005979628720066,200.0,,,,,
39223,episode_end,222.73366040132396,94,0.15977803165522253,200.0,,,,,
39376,episode_end,-132.23139926894208,153,0.1603118417579761,200.0,,,,,
39473,episode_end,259.1860416730171,97,0.16254369503880198,200.0,,,,,
39577,episode_end,220.74717472721596,104,0.16102170852990275,200.0,,,,,
39865,episode_end,251.64030208071543,288,0.1615870658615428,200.0,,,,,
40000,train_step,,,0.16246875157089488,200.0,40000,87.12435913085938,-25.0816650390625,1.838150143623352,-0.2941248416900635
40023,episode_end,225.34729462669435,158,0.16227706899279365,200.0,,,,,
40165,episode_end,137.75158344992565,142,0.1628128722636867,200.0,,,,,
40359,episode_end,-124.56073474465427,194,0.16521730447007035,200.0,,,,,
40507,episode_end,150.2537207766213,148,0.16366830693772683,200.0,,,,,
40608,episode_end,253.14945742534235,101,0.16370053876063068,200.0,,,,,
40763,episode_end,39.163685275424996,155,0.16301680234756386,200.0,,,,,
40886,episode_end,222.60089600143613,123,0.1621995472576784,200.0,,,,,
41000,train_step,,,0.16275952184084264,200.0,41000,40.29907989501953,-35.06437683105469,1.8638782501220703,-0.24712634086608887
41183,episode_end,-103.2241457942429,297,0.16059077832107738,200.0,,,,,
41629,episode_end,208.59184302210795,446,0.15622553906552447,200.0,,,,,
42000,train_step,,,0.1591799019741604,200.0,42000,253.1480712890625,-16.523935317993164,1.9986401796340942,-0.0024989843368530273
42629,episode_end,115.6778905116096,1000,0.1561126198987329,200.0,,,,,
43000,train_step,,,0.15476935443858839,200.0,43000,406.9926452636719,-20.383777618408203,2.0006489753723145,0.001211114227771759
43411,episode_end,173.18259682806013,782,0.15230447372389005,200.0,,,,,
43551,episode_end,167.09591603812538,140,0.15377218649752325,200.0,,,,,
43717,episode_end,-6.831480743500904,166,0.15680202694015755,200.0,,,,,
43805,episode_end,252.37598115774506,88,0.1577732604359979,200.0,,,,,
43900,episode_end,35.19713807294423,95,0.15833215162369696,200.0,,,,,
44000,train_step,,,0.1589999528302354,200.0,44000,28.228208541870117,-22.08116912841797,2.0127804279327393,0.023501142859458923
44001,episode_end,208.07689477214552,101,0.15901441496288152,200.0,,,,,
44181,episode_end,234.03890691778685,180,0.15854517390878647,200.0,,,,,
44332,episode_end,167.30688251208107,151,0.15814254274400627,200.0,,,,,
44460,episode_end,158.82548006327414,128,0.1553508383887778,200.0,,,,,
44650,episode_end,-13.598145275444736,190,0.15409858248641814,200.0,,,,,
44831,episode_end,15.583281448494446,181,0.15260464262012538,200.0,,,,,
44975,episode_end,204.1852803823548,144,0.15360440273582004,200.0,,,,,
45000,train_step,,,0.15395948292173228,200.0,45000,261.46429443359375,-26.51620864868164,2.1269068717956543,0.23745130002498627
45975,episode_end,59.46114336693915,1000,0.16007721346580742,200.0,,,,,
46000,train_step,,,0.15963584648090517,200.0,46000,265.2781982421875,-30.95835304260254,1.9543178081512451,-0.08382038027048111
46140,episode_end,8.022083313938353,165,0.15865133395217387,200.0,,,,,
46378,episode_end,226.10221572923803,238,0.15975728971014894,200.0,,,,,
47000,train_step,,,0.16438053678848685,200.0,47000,511.4499816894531,-33.64954376220703,1.911710500717163,-0.15941299498081207
47378,episode_end,232.90500874520575,1000,0.16169601914969536,200.0,,,,,
47675,episode_end,254.28152609239072,297,0.16187395689271963,200.0,,,,,
48000,train_step,,,0.16672768125692536,200.0,48000,544.7772216796875,-25.785491943359375,2.263615608215332,0.47223931550979614
48345,episode_end,345.8147099347577,670,0.17030480586057564,200.0,,,,,
48701,episode_end,247.84184744045027,356,0.16745109708971792,200.0,,,,,
48902,episode_end,170.84207331144472,201,0.16815326400898703,200.0,,,,,
49000,train_step,,,0.16948537745460857,200.0,49000,281.889404296875,-23.160146713256836,2.0384726524353027,0.06828861683607101
49422,episode_end,404.69053458998985,520,0.17258052854179282,200.0,,,,,
50000,train_step,,,0.1732584715782382,200.0,50000,149.61312866210938,-21.122365951538086,1.8484258651733398,-0.26570504903793335
50422,episode_end,248.01708276009742,1000,0.17000893032943407,200.0,,,,,
50556,episode_end,238.1550788835096,134,0.170457855989002,200.0,,,,,
50718,episode_end,220.26815997405754,162,0.16893330843897217,200.0,,,,,
51000,train_step,,,0.1718067868786688,200.0,51000,140.61257934570312,-17.747581481933594,1.8952760696411133,-0.184459388256073
51718,episode_end,259.4299626452983,1000,0.176003707084327,200.0,,,,,
52000,train_step,,,0.1780924649654097,200.0,52000,48.38102722167969,-20.69170379638672,1.9778971672058105,-0.03813745826482773
52625,episode_end,386.66239444407825,907,0.17561364888628053,200.0,,,,,
52743,episode_end,-289.1686263491604,118,0.1747620296909553,200.0,,,,,
53000,train_step,,,0.17106776386936548,200.0,53000,336.182373046875,-19.82223129272461,1.731283187866211,-0.4744720757007599
53098,episode_end,420.00242525341827,355,0.1714713415841725,200.0,,,,,
53323,episode_end,62.95423219909364,225,0.1723820758257047,200.0,,,,,
54000,train_step,,,0.17197743641062568,200.0,54000,67.25688171386719,-26.35749626159668,1.9512038230895996,-0.0859004482626915
54323,episode_end,270.90352320982896,1000,0.17310786645886725,200.0,,,,,
54565,episode_end,400.51849288216334,242,0.17511673257954086,200.0,,,,,
54807,episode_end,486.13059116369647,242,0.174118185561126,200.0,,,,,
55000,train_step,,,0.1712727580507099,200.0,55000,455.11248779296875,-19.217390060424805,2.0378849506378174,0.06684786081314087
55372,episode_end,382.36082748431704,565,0.16998971636276036,200.0,,,,,
56000,train_step,,,0.16637174162569995,200.0,56000,58.820213317871094,-21.949398040771484,2.047482490539551,0.08516127616167068
56372,episode_end,224.5835719350777,1000,0.16602502114772955,200.0,,,,,
56624,episode_end,443.6233855529122,252,0.16530382743261,200.0,,,,,
56816,episode_end,192.55686221006027,192,0.16608881668719847,200.0,,,,,
57000,train_step,,,0.16447062435018703,200.0,57000,171.79843139648438,-18.796245574951172,1.9814190864562988,-0.03353898227214813
57035,episode_end,253.6991869382232,219,0.16334937749597178,200.0,,,,,
57232,episode_end,190.5343663803045,197,0.16089334975069916,200.0,,,,,
57401,episode_end,189.81309594096786,169,0.15991474075524667,200.0,,,,,
57612,episode_end,231.36857298889925,211,0.15823288813545625,200.0,,,,,
58000,train_step,,,0.15349240169556244,200.0,58000,331.40130615234375,-32.26679611206055,1.9767961502075195,-0.043486595153808594
58382,episode_end,337.4758902637532,770,0.15358092650056565,200.0,,,,,
59000,train_step,,,0.1548129087051203,200.0,59000,177.63809204101562,-23.554363250732422,1.9587681293487549,-0.07691950350999832
59382,episode_end,230.3395395419083,1000,0.15412493507877134,200.0,,,,,
60000,train_step,,,0.15445239793561,200.0,60000,490.4805908203125,-25.968463897705078,2.0131263732910156,0.024518676102161407
60296,episode_end,357.6447616768116,914,0.15440881506859613,200.0,,,,,
61000,train_step,,,0.1539934145773177,200.0,61000,35.278621673583984,-23.68646240234375,2.037680149078369,0.07049378752708435
61296,episode_end,270.4618509296726,1000,0.1527693769825876,200.0,,,,,
62000,train_step,,,0.15226122172642675,200.0,62000,53.25399398803711,-34.90511703491211,1.920306921005249,-0.14999502897262573
62296,episode_end,240.90266736259008,1000,0.15373973696017823,200.0,,,,,
62472,episode_end,192.8433600482095,176,0.1515888242220513,200.0,,,,,
62622,episode_end,156.81102016746252,150,0.14853311147957332,200.0,,,,,
63000,train_step,,,0.15132204451381195,200.0,63000,60.24330139160156,-21.06277084350586,2.0550692081451416,0.10398976504802704
63622,episode_end,269.27708306134423,1000,0.1508864697401892,200.0,,,,,
63775,episode_end,254.43257754819444,153,0.1513177326148548,200.0,,,,,
64000,train_step,,,0.15462018650662385,200.0,64000,35.83052062988281,-21.977046966552734,1.8591595888137817,-0.2629186511039734
64775,episode_end,308.6987748771288,1000,0.15300914550019087,200.0,,,,,
64992,episode_end,451.8573964181013,217,0.15371785910256633,200.0,,,,,
65000,train_step,,,0.15377099508838574,200.0,65000,31.383392333984375,-26.891958236694336,1.9935390949249268,-0.012096889317035675
65992,episode_end,298.8568571119896,1000,0.14718501518341878,200.0,,,,,
66000,train_step,,,0.14747745719225788,200.0,66000,184.61241149902344,-29.14607048034668,2.005851984024048,0.01120111346244812
66130,episode_end,249.45874549440032,138,0.14923317966137561,200.0,,,,,
66216,episode_end,240.41508964890107,86,0.15026811928546502,200.0,,,,,
66309,episode_end,262.83399922457374,93,0.15128014640838333,200.0,,,,,
