timestep,seed,target_angle_deg,reward_scale,mode,manual_alpha,condition,episode_return,episode_length,alpha
1000,3,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5431.5161549876175,1000,0.003000000026077032
2000,3,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5388.4161171798705,1000,0.003000000026077032
3000,3,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5220.9995135720255,1000,0.003000000026077032
4000,3,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5427.401635847437,1000,0.003000000026077032
5000,3,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5574.986878702393,1000,0.003000000026077032
6000,3,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5376.043269915395,1000,0.003000000026077032
7000,3,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5589.440730016714,1000,0.003000000026077032
8000,3,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5434.36439217972,1000,0.003000000026077032
9000,3,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5369.375360524114,1000,0.003000000026077032
10000,3,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5369.142477962319,1000,0.003000000026077032
