timestep,seed,target_angle_deg,reward_scale,mode,manual_alpha,condition,episode_return,episode_length,alpha
1000,4,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5410.162290661973,1000,0.003000000026077032
2000,4,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5715.369401773385,1000,0.003000000026077032
3000,4,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5340.068474207612,1000,0.003000000026077032
4000,4,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5527.111474904968,1000,0.003000000026077032
5000,4,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5754.100450173942,1000,0.003000000026077032
6000,4,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5388.235417492843,1000,0.003000000026077032
7000,4,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5504.047813692695,1000,0.003000000026077032
8000,4,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5698.919609949542,1000,0.003000000026077032
9000,4,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5374.907705738053,1000,0.003000000026077032
10000,4,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5538.435930874727,1000,0.003000000026077032
