timestep,seed,target_angle_deg,reward_scale,mode,manual_alpha,condition,episode_return,episode_length,alpha
1000,0,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5598.91289387351,1000,0.003000000026077032
2000,0,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5719.960888095483,1000,0.003000000026077032
3000,0,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5644.702952201762,1000,0.003000000026077032
4000,0,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5411.089756634168,1000,0.003000000026077032
5000,0,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5356.637860428626,1000,0.003000000026077032
6000,0,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5549.058029404202,1000,0.003000000026077032
7000,0,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5523.730260431399,1000,0.003000000026077032
8000,0,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5232.840784853106,1000,0.003000000026077032
9000,0,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5615.464156339281,1000,0.003000000026077032
10000,0,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5651.55316756178,1000,0.003000000026077032
