global_step,critic_loss,actor_loss,alpha,alpha_loss,entropy
10000,403.561279296875,-0.22259464859962463,0.2,-0.04357440024614334,1.385642647743225
11000,95.37371826171875,3.6700263023376465,0.2912986172444899,1.3581362962722778,0.25744199752807617
12000,55.31695556640625,3.225701332092285,0.39744656934840306,1.0466240644454956,0.2242560237646103
13000,6.863922119140625,4.182394027709961,0.5281582374937372,0.629387378692627,0.3726232051849365
14000,101.50924682617188,2.5150678157806396,0.694472965674458,0.32148221135139465,0.47683385014533997
15000,60.86643981933594,1.203976035118103,0.9074771234127167,0.07109218835830688,0.6263153553009033
16000,17.444454193115234,-4.4509077072143555,1.1771040235993038,-0.10151931643486023,0.735969066619873
17000,70.99003601074219,-5.436278343200684,1.5167170972330875,-0.2139664590358734,0.8449028730392456
18000,34.607757568359375,-14.459135055541992,1.9350868981043334,-0.3110871911048889,0.8873329162597656
19000,18.28779411315918,-24.471500396728516,2.438336989654938,-0.30591627955436707,1.0153498649597168
20000,138.89791870117188,-24.347381591796875,3.0343922690959304,-0.27952635288238525,1.1067454814910889
21000,50.26937484741211,-52.42567443847656,3.7566036136647347,-0.23804646730422974,1.1787091493606567
22000,59.174381256103516,-69.04499816894531,4.6239588133705976,-0.22739049792289734,1.210068702697754
23000,12.092948913574219,-87.98365783691406,5.683903965557124,-0.18088474869728088,1.2544703483581543
24000,63.627872467041016,-115.71990966796875,6.926886012225441,-0.14044177532196045,1.2860040664672852
25000,256.2963562011719,-159.71392822265625,8.407640653263755,-0.11178407818078995,1.3060663938522339
26000,29.325183868408203,-197.25875854492188,10.196802862246994,-0.08619309961795807,1.3214493989944458
27000,131.00856018066406,-249.42294311523438,12.276067003604842,-0.06674352288246155,1.331952452659607
28000,196.195068359375,-300.7625732421875,14.677228043007009,-0.05767931789159775,1.3370966911315918
29000,420.239990234375,-361.0718994140625,17.54723188252044,-0.053368572145700455,1.339940071105957
30000,107.19154357910156,-471.50506591796875,20.9740677789094,-0.03459170460700989,1.3472018241882324
31000,258.25762939453125,-573.6547241210938,24.47868509181545,-0.008074149489402771,1.3560435771942139
32000,89.98713684082031,-656.5860595703125,28.37275800852,-0.0045727333053946495,1.3572015762329102
33000,208.08941650390625,-789.9412841796875,32.938590744338676,-0.022148681804537773,1.3522305488586426
34000,3858.133544921875,-927.3973999023438,37.48865517516113,-0.007108824327588081,1.3566069602966309
35000,9006.296875,-1110.3961181640625,42.40174322676026,0.0007136201020330191,1.358758807182312
36000,683.51904296875,-1270.330322265625,49.23400195237715,-0.019456855952739716,1.3535751104354858
