global_step,critic_loss,actor_loss,alpha,alpha_loss,entropy
10000,34.14954376220703,-0.2495286762714386,0.2,-0.0434710755944252,1.3855785131454468
11000,77.9566421508789,2.3564043045043945,0.27508285127382054,1.439795970916748,0.24303802847862244
12000,62.84889221191406,4.708655834197998,0.37199200075489297,1.0685900449752808,0.2779653072357178
13000,40.568031311035156,3.342587947845459,0.4934014376195212,0.6771713495254517,0.39998894929885864
14000,24.891496658325195,3.048981189727783,0.6448703405351717,0.3301019072532654,0.6061239242553711
15000,73.28749084472656,3.6828975677490234,0.8350116985517159,0.136480450630188,0.6016453504562378
16000,104.52102661132812,-0.01848459243774414,1.0783958862281953,-0.0459495447576046,0.7497607469558716
17000,45.25486755371094,-1.9365663528442383,1.3908544950955055,-0.18369005620479584,0.8017940521240234
18000,36.027122497558594,-5.797387599945068,1.7833082909425055,-0.2597962021827698,0.9094594717025757
19000,37.456268310546875,-12.742013931274414,2.2825013090190973,-0.2754330635070801,1.0248202085494995
20000,12.076614379882812,-21.27633285522461,2.8884495760419875,-0.3063129782676697,1.069790005683899
21000,21.312705993652344,-36.74398422241211,3.584793305831572,-0.25174596905708313,1.1613836288452148
22000,114.13591003417969,-56.611392974853516,4.4114756497661745,-0.2539772391319275,1.1874488592147827
23000,11.880163192749023,-81.9478759765625,5.408129756146262,-0.16780830919742584,1.2591502666473389
24000,48.283607482910156,-107.3572998046875,6.592501755525224,-0.16652202606201172,1.2702715396881104
25000,26.69112777709961,-141.0231170654297,8.025421650791369,-0.13118872046470642,1.2955760955810547
26000,28.7470703125,-184.9966278076172,9.685882889207402,-0.10936402529478073,1.310404658317566
27000,264.74237060546875,-220.0445556640625,11.622988582487782,-0.07827242463827133,1.3266594409942627
28000,655.6631469726562,-284.60308837890625,13.934873065666968,-0.054606903344392776,1.3378400802612305
29000,135.4137725830078,-361.0008544921875,16.490119800766138,-0.04065997898578644,1.3440613746643066
30000,737.1116943359375,-431.5535583496094,19.32420469945729,-0.022408783435821533,1.3510013818740845
31000,186.5553741455078,-528.0603637695312,22.63245384869641,-0.01980452612042427,1.352219581604004
32000,322.2203063964844,-637.7203369140625,26.200061945623474,-0.027763716876506805,1.350066900253296
33000,498.39208984375,-719.2654418945312,30.16438123375744,-0.014296612702310085,1.3543717861175537
34000,1373.356689453125,-890.3845825195312,34.767443619476666,-0.0071869296953082085,1.3565433025360107
35000,718.6351928710938,-1015.11083984375,39.399026766692195,0.008637656457722187,1.360919713973999
36000,4054.89599609375,-1162.82470703125,42.884370059678126,-0.006100702565163374,1.3569451570510864
37000,1432.447509765625,-1283.53759765625,48.67035609031385,0.004624036140739918,1.3597586154937744
38000,15886.1298828125,-1538.03271484375,53.85699280094561,-0.022525113075971603,1.3529179096221924
39000,824.2266845703125,-1720.179443359375,60.608700923208694,-0.010425807908177376,1.3560283184051514
40000,8295.818359375,-2006.640380859375,66.58601361345288,-0.016031144186854362,1.354750156402588
41000,3679.9658203125,-2273.45947265625,74.19267577206091,0.007902544923126698,1.3604034185409546
42000,1889.27978515625,-2529.69091796875,81.22521657457543,-0.006382214371114969,1.357116937637329
43000,43678.36328125,-2666.745361328125,91.38375353242756,-0.016630062833428383,1.3548851013183594
44000,5135.1142578125,-3074.236328125,101.271665513142,-0.03477415442466736,1.3510379791259766
45000,30313.919921875,-3582.66015625,113.05211562995885,0.004926994908601046,1.3596105575561523
46000,59424.30078125,-3974.85009765625,125.57581495250632,0.03698847442865372,1.3662219047546387
47000,45775.9140625,-4493.55517578125,142.3180249290567,0.006821074523031712,1.3599441051483154
48000,17170.64453125,-4985.458984375,157.63785821239395,0.006460982374846935,1.3598451614379883
