global_step,event,episode_return,episode_length,alpha,hover_reward_value,replay_size,critic_loss,actor_loss,logp
75,episode_end,-159.65906764370274,75,0.010000000000000005,200.0,,,,
166,episode_end,-353.14730305536403,91,0.010000000000000005,200.0,,,,
257,episode_end,-343.9711170204524,91,0.010000000000000005,200.0,,,,
360,episode_end,-343.04834053128025,103,0.010000000000000005,200.0,,,,
465,episode_end,-152.05909607296363,105,0.010000000000000005,200.0,,,,
560,episode_end,-300.82747561521103,95,0.010000000000000005,200.0,,,,
688,episode_end,-306.8707225585448,128,0.010000000000000005,200.0,,,,
804,episode_end,-157.26026521942566,116,0.010000000000000005,200.0,,,,
931,episode_end,-184.44657704550252,127,0.010000000000000005,200.0,,,,
1000,train_step,,,0.010000000000000005,200.0,1000,,,
1040,episode_end,-326.70203728535495,109,0.010000000000000005,200.0,,,,
1118,episode_end,-55.640676424088866,78,0.010000000000000005,200.0,,,,
1214,episode_end,-180.50181927260294,96,0.010000000000000005,200.0,,,,
1322,episode_end,-357.1707265849927,108,0.010000000000000005,200.0,,,,
1433,episode_end,-86.9187422436878,111,0.010000000000000005,200.0,,,,
1522,episode_end,-119.91982690892158,89,0.010000000000000005,200.0,,,,
1601,episode_end,-115.09613757315651,79,0.010000000000000005,200.0,,,,
1689,episode_end,-77.82398217321835,88,0.010000000000000005,200.0,,,,
1785,episode_end,-134.95924861140483,96,0.010000000000000005,200.0,,,,
1873,episode_end,-212.4327506445482,88,0.010000000000000005,200.0,,,,
1978,episode_end,-280.07960237605573,105,0.010000000000000005,200.0,,,,
2000,train_step,,,0.010000000000000005,200.0,2000,,,
2045,episode_end,-64.80231386010409,67,0.010000000000000005,200.0,,,,
2113,episode_end,-165.71359312892827,68,0.010000000000000005,200.0,,,,
2201,episode_end,-289.9788086297998,88,0.010000000000000005,200.0,,,,
2307,episode_end,-317.07695775380733,106,0.010000000000000005,200.0,,,,
2421,episode_end,-137.9245206588037,114,0.010000000000000005,200.0,,,,
2522,episode_end,-6.561795733561766,101,0.010000000000000005,200.0,,,,
2653,episode_end,134.82957701976937,131,0.010000000000000005,200.0,,,,
2750,episode_end,-278.93819167732113,97,0.010000000000000005,200.0,,,,
2910,episode_end,-141.7247745006312,160,0.010000000000000005,200.0,,,,
3000,train_step,,,0.010000000000000005,200.0,3000,,,
3002,episode_end,-311.9015554427333,92,0.010000000000000005,200.0,,,,
3109,episode_end,-184.57024681993155,107,0.010000000000000005,200.0,,,,
3200,episode_end,-19.182253880440427,91,0.010000000000000005,200.0,,,,
3327,episode_end,-374.88377498987785,127,0.010000000000000005,200.0,,,,
3459,episode_end,-134.01991587280835,132,0.010000000000000005,200.0,,,,
3572,episode_end,-86.75466314698906,113,0.010000000000000005,200.0,,,,
3677,episode_end,-228.0331911273944,105,0.010000000000000005,200.0,,,,
3761,episode_end,-60.09462054797954,84,0.010000000000000005,200.0,,,,
3878,episode_end,-169.3473677079504,117,0.010000000000000005,200.0,,,,
3987,episode_end,-288.8333852470165,109,0.010000000000000005,200.0,,,,
4000,train_step,,,0.010000000000000005,200.0,4000,,,
4107,episode_end,-147.31090446736454,120,0.010000000000000005,200.0,,,,
4205,episode_end,-328.8348901978454,98,0.010000000000000005,200.0,,,,
4313,episode_end,-171.52217473188563,108,0.010000000000000005,200.0,,,,
4408,episode_end,-269.7056773273621,95,0.010000000000000005,200.0,,,,
4485,episode_end,-54.2875349767331,77,0.010000000000000005,200.0,,,,
4607,episode_end,-216.45186913875625,122,0.010000000000000005,200.0,,,,
4705,episode_end,-290.47548621761933,98,0.010000000000000005,200.0,,,,
4815,episode_end,-402.966954649874,110,0.010000000000000005,200.0,,,,
4897,episode_end,173.4073019056804,82,0.010000000000000005,200.0,,,,
5000,train_step,,,0.010000000000000005,200.0,5000,,,
5033,episode_end,-441.20493038019407,136,0.010000000000000005,200.0,,,,
5129,episode_end,-264.0895246531801,96,0.010000000000000005,200.0,,,,
5215,episode_end,-348.3468491305174,86,0.010000000000000005,200.0,,,,
5320,episode_end,-333.0621527359443,105,0.010000000000000005,200.0,,,,
5415,episode_end,148.42536306102875,95,0.010000000000000005,200.0,,,,
5528,episode_end,-261.109239199234,113,0.010000000000000005,200.0,,,,
5614,episode_end,-86.23104022215058,86,0.010000000000000005,200.0,,,,
5711,episode_end,-216.20606402162693,97,0.010000000000000005,200.0,,,,
5782,episode_end,103.73694288638924,71,0.010000000000000005,200.0,,,,
5858,episode_end,-129.5183980944304,76,0.010000000000000005,200.0,,,,
5971,episode_end,-350.63061617946096,113,0.010000000000000005,200.0,,,,
6000,train_step,,,0.010000000000000005,200.0,6000,,,
6141,episode_end,-47.406710047161695,170,0.010000000000000005,200.0,,,,
6236,episode_end,-24.60795145507143,95,0.010000000000000005,200.0,,,,
6359,episode_end,-128.34287543152865,123,0.010000000000000005,200.0,,,,
6474,episode_end,-115.18930928889336,115,0.010000000000000005,200.0,,,,
6552,episode_end,-64.50109783318194,78,0.010000000000000005,200.0,,,,
6620,episode_end,-72.29078460477696,68,0.010000000000000005,200.0,,,,
6729,episode_end,-209.99306455207483,109,0.010000000000000005,200.0,,,,
6846,episode_end,-85.59500675137483,117,0.010000000000000005,200.0,,,,
6938,episode_end,-299.8147576930734,92,0.010000000000000005,200.0,,,,
7000,train_step,,,0.010000000000000005,200.0,7000,,,
7086,episode_end,-391.86494212246043,148,0.010000000000000005,200.0,,,,
7172,episode_end,-277.9829893679257,86,0.010000000000000005,200.0,,,,
7258,episode_end,-372.2637257793297,86,0.010000000000000005,200.0,,,,
7416,episode_end,-146.10692737466505,158,0.010000000000000005,200.0,,,,
7528,episode_end,-430.39032859109204,112,0.010000000000000005,200.0,,,,
7675,episode_end,-282.48214524742815,147,0.010000000000000005,200.0,,,,
8000,train_step,,,0.010000000000000005,200.0,8000,,,
8675,episode_end,49.56668326108633,1000,0.010000000000000005,200.0,,,,
8787,episode_end,-289.4300041708757,112,0.010000000000000005,200.0,,,,
8939,episode_end,-345.98155921715767,152,0.010000000000000005,200.0,,,,
9000,train_step,,,0.010000000000000005,200.0,9000,,,
9078,episode_end,-164.587017982295,139,0.010000000000000005,200.0,,,,
9187,episode_end,-131.5674935444919,109,0.010000000000000005,200.0,,,,
9287,episode_end,-110.8256764334283,100,0.010000000000000005,200.0,,,,
9401,episode_end,-276.04816157806397,114,0.010000000000000005,200.0,,,,
9522,episode_end,-81.43656122089736,121,0.010000000000000005,200.0,,,,
9628,episode_end,-177.76617816381489,106,0.010000000000000005,200.0,,,,
9740,episode_end,-331.9486045911863,112,0.010000000000000005,200.0,,,,
9840,episode_end,-263.8957902113225,100,0.010000000000000005,200.0,,,,
9906,episode_end,-418.8101324694557,66,0.010000000000000005,200.0,,,,
9996,episode_end,-141.04693826650748,90,0.010000000000000005,200.0,,,,
10000,train_step,,,0.010000000000000005,200.0,10000,100.07853698730469,0.037932198494672775,-1.3513414859771729
10099,episode_end,-496.15228201531704,103,0.010000000000000005,200.0,,,,
10206,episode_end,-328.61836332802915,107,0.010000000000000005,200.0,,,,
10408,episode_end,-457.3928468394384,202,0.010000000000000005,200.0,,,,
10570,episode_end,-151.0118711341095,162,0.010000000000000005,200.0,,,,
10795,episode_end,-370.9506128587211,225,0.010000000000000005,200.0,,,,
11000,train_step,,,0.010000000000000005,200.0,11000,104.62539672851562,3.5668020248413086,3.244910717010498
11180,episode_end,178.4562358511285,385,0.010000000000000005,200.0,,,,
11693,episode_end,-95.04046378461015,513,0.010000000000000005,200.0,,,,
12000,train_step,,,0.010000000000000005,200.0,12000,403.46075439453125,4.837474822998047,6.252851486206055
12172,episode_end,-125.26785199062397,479,0.010000000000000005,200.0,,,,
12552,episode_end,-59.33829651381664,380,0.010000000000000005,200.0,,,,
13000,train_step,,,0.010000000000000005,200.0,13000,79.16087341308594,3.9414925575256348,5.743647575378418
13107,episode_end,-188.86543246178428,555,0.010000000000000005,200.0,,,,
13698,episode_end,-190.55604359439897,591,0.010000000000000005,200.0,,,,
14000,train_step,,,0.010000000000000005,200.0,14000,24.638538360595703,-1.280259132385254,5.946590900421143
14572,episode_end,-258.55059050203283,874,0.010000000000000005,200.0,,,,
15000,train_step,,,0.010000000000000005,200.0,15000,58.71180725097656,-6.743284225463867,6.409844398498535
15335,episode_end,76.15625784435969,763,0.010000000000000005,200.0,,,,
15621,episode_end,-73.44614036076206,286,0.010000000000000005,200.0,,,,
15921,episode_end,189.33994343937707,300,0.010000000000000005,200.0,,,,
16000,train_step,,,0.010000000000000005,200.0,16000,113.33001708984375,-11.69575309753418,6.512894630432129
16473,episode_end,-185.950495582725,552,0.010000000000000005,200.0,,,,
16714,episode_end,-123.86710290169478,241,0.010000000000000005,200.0,,,,
17000,train_step,,,0.010000000000000005,200.0,17000,133.1353759765625,-13.318784713745117,6.918515205383301
17452,episode_end,-172.64750921106977,738,0.010000000000000005,200.0,,,,
17741,episode_end,-164.72656295232548,289,0.010000000000000005,200.0,,,,
17956,episode_end,-129.8478817539962,215,0.010000000000000005,200.0,,,,
18000,train_step,,,0.010000000000000005,200.0,18000,28.492040634155273,-19.651897430419922,6.698793411254883
18931,episode_end,-191.03073407731978,975,0.010000000000000005,200.0,,,,
19000,train_step,,,0.010000000000000005,200.0,19000,16.433076858520508,-19.95501708984375,6.9807024002075195
19317,episode_end,-122.90996431688137,386,0.010000000000000005,200.0,,,,
