timestep,seed,target_angle_deg,reward_scale,mode,manual_alpha,condition,episode_return,episode_length,alpha
1000,14,-10.0,1.0,auto,,auto_target_m010_scale_1,-7587.6575305859105,1000,0.17327530682086945
2000,14,-10.0,1.0,auto,,auto_target_m010_scale_1,-7407.650876930044,1000,0.1332026720046997
3000,14,-10.0,1.0,auto,,auto_target_m010_scale_1,-5546.357246680937,1000,0.11518104374408722
4000,14,-10.0,1.0,auto,,auto_target_m010_scale_1,-4042.7149839170183,1000,0.10443831980228424
5000,14,-10.0,1.0,auto,,auto_target_m010_scale_1,-2547.3214180891923,1000,0.09259254485368729
6000,14,-10.0,1.0,auto,,auto_target_m010_scale_1,-1087.654391090933,1000,0.09497005492448807
7000,14,-10.0,1.0,auto,,auto_target_m010_scale_1,-345.59531746213173,1000,0.09837990254163742
8000,14,-10.0,1.0,auto,,auto_target_m010_scale_1,-20.703966007122165,1000,0.08788517862558365
9000,14,-10.0,1.0,auto,,auto_target_m010_scale_1,-268.35317920032304,1000,0.07384189963340759
10000,14,-10.0,1.0,auto,,auto_target_m010_scale_1,-266.7260765680845,1000,0.07311146706342697
11000,14,-10.0,1.0,auto,,auto_target_m010_scale_1,-281.93929889829934,1000,0.08331328630447388
12000,14,-10.0,1.0,auto,,auto_target_m010_scale_1,-156.7202825973932,1000,0.0959385558962822
13000,14,-10.0,1.0,auto,,auto_target_m010_scale_1,-158.1598603639928,1000,0.08065635710954666
14000,14,-10.0,1.0,auto,,auto_target_m010_scale_1,-44.111397184205856,1000,0.05772218108177185
15000,14,-10.0,1.0,auto,,auto_target_m010_scale_1,-266.43966118538947,1000,0.04590102657675743
16000,14,-10.0,1.0,auto,,auto_target_m010_scale_1,-164.3310341078959,1000,0.037561167031526566
17000,14,-10.0,1.0,auto,,auto_target_m010_scale_1,-160.88161844337245,1000,0.03506727144122124
18000,14,-10.0,1.0,auto,,auto_target_m010_scale_1,-152.9343300901769,1000,0.0373229905962944
19000,14,-10.0,1.0,auto,,auto_target_m010_scale_1,-276.1557728267722,1000,0.028325118124485016
20000,14,-10.0,1.0,auto,,auto_target_m010_scale_1,-160.6556881080515,1000,0.024674372747540474
21000,14,-10.0,1.0,auto,,auto_target_m010_scale_1,-147.89602723391013,1000,0.031238922849297523
22000,14,-10.0,1.0,auto,,auto_target_m010_scale_1,-266.29943660226684,1000,0.028379615396261215
23000,14,-10.0,1.0,auto,,auto_target_m010_scale_1,-277.51123235998534,1000,0.027461638674139977
24000,14,-10.0,1.0,auto,,auto_target_m010_scale_1,-28.371311305809435,1000,0.03638584166765213
25000,14,-10.0,1.0,auto,,auto_target_m010_scale_1,-144.80998588033785,1000,0.042615778744220734
26000,14,-10.0,1.0,auto,,auto_target_m010_scale_1,-241.41230959193595,1000,0.045468926429748535
27000,14,-10.0,1.0,auto,,auto_target_m010_scale_1,-132.22264104448837,1000,0.03366808965802193
28000,14,-10.0,1.0,auto,,auto_target_m010_scale_1,-166.4738829187863,1000,0.026551246643066406
29000,14,-10.0,1.0,auto,,auto_target_m010_scale_1,-165.06366839938826,1000,0.02497292309999466
