timestep,seed,target_angle_deg,reward_scale,mode,manual_alpha,condition,episode_return,episode_length,alpha
1000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-4427.619485889271,1000,0.1740046739578247
2000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1950.6044060527238,1000,0.13788250088691711
3000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1497.0550468431106,1000,0.11746770888566971
4000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1464.3364081870461,1000,0.10808417946100235
5000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1626.2216182916457,1000,0.09797096252441406
6000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1457.872824437622,1000,0.08033017069101334
7000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1505.257399466785,1000,0.06215812265872955
8000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1585.178357509298,1000,0.05327356234192848
9000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1420.0765482193187,1000,0.05839475616812706
10000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1524.9508910411985,1000,0.07091318815946579
11000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1460.5892419162822,1000,0.0770183801651001
12000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1436.03028869539,1000,0.07428593188524246
13000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1419.8557948425766,1000,0.07352179288864136
14000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1435.2529216298583,1000,0.07403316348791122
15000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1421.6577929301075,1000,0.07607067376375198
16000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-2608.3232359605176,1000,0.07161769270896912
17000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1426.9719398891548,1000,0.06437069177627563
18000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1434.8094877642407,1000,0.05995848402380943
19000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1494.4904903554202,1000,0.0585508793592453
20000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1475.4076250927985,1000,0.0628829225897789
21000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1461.6642130459936,1000,0.07203271985054016
22000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1416.7484091545596,1000,0.07833712548017502
23000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1573.5480047186816,1000,0.08014225959777832
24000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1418.892249695569,1000,0.07692541182041168
25000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1536.9638331220342,1000,0.07269029319286346
26000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1472.722083214875,1000,0.06978145986795425
27000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1457.3081238849895,1000,0.06998776644468307
28000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1473.0662980852899,1000,0.07230497896671295
29000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1467.8877782500244,1000,0.0754048153758049
30000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1520.996828695633,1000,0.07682603597640991
31000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1425.5523803738583,1000,0.07650694251060486
32000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1425.6411497579575,1000,0.07441987842321396
33000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1449.3468068239201,1000,0.07237306982278824
34000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1773.6962434524296,1000,0.07056412100791931
35000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1424.4625051118821,1000,0.06994356215000153
36000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1496.8553284092952,1000,0.07125930488109589
37000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1687.4992652532335,1000,0.07143411785364151
38000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1437.5121201603022,1000,0.07142087072134018
39000,6,90.0,1.0,auto,,auto_target_p090_scale_1,-1427.1506154264976,1000,0.07115920633077621
