timestep,seed,target_angle_deg,reward_scale,mode,manual_alpha,condition,episode_return,episode_length,alpha
1000,4,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-330.6838517573966,1000,0.009999999776482582
2000,4,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-163.4376804477558,1000,0.009999999776482582
3000,4,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-154.49870862334117,1000,0.009999999776482582
4000,4,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-147.61239785278954,1000,0.009999999776482582
5000,4,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-151.94245848808694,1000,0.009999999776482582
6000,4,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-148.84813044551217,1000,0.009999999776482582
7000,4,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-153.3595714276785,1000,0.009999999776482582
8000,4,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-154.30697261401852,1000,0.009999999776482582
9000,4,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-156.70766251702983,1000,0.009999999776482582
10000,4,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-149.52112591704255,1000,0.009999999776482582
11000,4,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-143.99272692429642,1000,0.009999999776482582
12000,4,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-143.33633778924138,1000,0.009999999776482582
13000,4,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-156.27049538905197,1000,0.009999999776482582
14000,4,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-145.1854950098512,1000,0.009999999776482582
15000,4,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-151.1710451435104,1000,0.009999999776482582
16000,4,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-146.3671012455903,1000,0.009999999776482582
17000,4,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-156.69133275609917,1000,0.009999999776482582
18000,4,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-147.9564090256831,1000,0.009999999776482582
19000,4,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-144.65579830371254,1000,0.009999999776482582
20000,4,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-157.2656637366476,1000,0.009999999776482582
21000,4,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-151.09370408108512,1000,0.009999999776482582
22000,4,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-152.01605817357998,1000,0.009999999776482582
23000,4,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-145.3922294956406,1000,0.009999999776482582
24000,4,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-156.87977026926694,1000,0.009999999776482582
25000,4,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-152.0967100658531,1000,0.009999999776482582
