global_step,critic_loss,actor_loss,alpha,alpha_loss,entropy
10000,326.962890625,-0.18382379412651062,0.2,-0.04224633798003197,1.3848176002502441
11000,9.534908294677734,2.068905830383301,0.28134242005347193,1.413306713104248,0.24413380026817322
12000,67.2690658569336,4.533028602600098,0.3813203733299982,1.0734745264053345,0.24513888359069824
13000,18.818111419677734,3.0974833965301514,0.5080813510983591,0.6575602293014526,0.3874460756778717
14000,18.947471618652344,5.923211097717285,0.6660152244768754,0.3449398875236511,0.5098883509635925
15000,8.9302339553833,3.3937876224517822,0.8678476771781453,0.1046510562300682,0.6202324628829956
16000,21.335121154785156,-2.413058280944824,1.1219122760827294,-0.07031363993883133,0.7473294734954834
17000,26.108036041259766,-5.72097635269165,1.443690665015619,-0.17464086413383484,0.8829705715179443
18000,133.15126037597656,-12.440503120422363,1.842144553140332,-0.2449592500925064,0.9576074481010437
19000,12.899337768554688,-25.531591415405273,2.328203990982663,-0.273556113243103,1.0348706245422363
20000,27.035139083862305,-29.6400203704834,2.918012797490889,-0.2710031569004059,1.1055079698562622
21000,25.675230026245117,-46.92856216430664,3.621157482083418,-0.22646377980709076,1.1825777292251587
22000,17.23726463317871,-59.34828186035156,4.474435470724551,-0.23000648617744446,1.2050650119781494
23000,44.72577667236328,-86.73490905761719,5.475993114682217,-0.19227679073810577,1.245489239692688
24000,121.68412780761719,-112.85757446289062,6.70233416650555,-0.19073447585105896,1.2583115100860596
25000,101.5693359375,-148.09774780273438,8.184719629220979,-0.1406727433204651,1.2916536331176758
26000,83.1286392211914,-187.27552795410156,9.929593502154392,-0.12710055708885193,1.3031994104385376
27000,531.975341796875,-243.37477111816406,12.03016013754309,-0.07632055878639221,1.3278857469558716
28000,429.550537109375,-298.6177978515625,14.447159599363717,-0.05137962847948074,1.3393287658691406
29000,93.90213775634766,-384.9200439453125,17.19045514017364,-0.035502541810274124,1.3460866212844849
30000,265.4521484375,-469.0002136230469,20.096953726578157,-0.011583964340388775,1.3547078371047974
31000,279.4761962890625,-563.1154174804688,23.59408967654302,-0.023701999336481094,1.3510701656341553
32000,187.02685546875,-679.4578247070312,28.046356504559718,-0.007310464978218079,1.3563755750656128
33000,491.66326904296875,-812.2605590820312,32.22605347721954,-0.005301963072270155,1.3570417165756226
