timestep,seed,target_angle_deg,reward_scale,mode,manual_alpha,condition,episode_return,episode_length,alpha
1000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-40467.17846058296,1000,0.18131327629089355
2000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-21497.508609779845,1000,0.16752302646636963
3000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-17039.34344614882,1000,0.20225746929645538
4000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14214.84416520334,1000,0.29147762060165405
5000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-15323.759359151445,1000,0.40879762172698975
6000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-15286.401568940431,1000,0.47804147005081177
7000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-15506.448300292568,1000,0.42562878131866455
8000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-15886.703017955328,1000,0.3457537293434143
9000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14658.495549849209,1000,0.3527909219264984
10000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-15388.001713461384,1000,0.4873304069042206
11000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14956.958596029572,1000,0.6716889142990112
12000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14625.83014295651,1000,0.8031303286552429
13000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-15720.573475760504,1000,0.7813332676887512
14000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-15340.241496199871,1000,0.635838508605957
15000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-15566.71101880522,1000,0.5463135838508606
16000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14569.035725792177,1000,0.5507804155349731
17000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-15153.023252258254,1000,0.6610868573188782
18000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14895.541099910251,1000,0.7955691814422607
19000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-15102.678127628935,1000,0.8505100011825562
20000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14867.03126146814,1000,0.8019083738327026
21000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-15269.832861163644,1000,0.7087045907974243
22000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14281.890666695983,1000,0.6363568305969238
23000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14369.264845896827,1000,0.6199529767036438
24000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14832.040913426756,1000,0.6563185453414917
25000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14166.43727614196,1000,0.7165795564651489
26000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14522.255200050193,1000,0.7589157819747925
27000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14486.82683589771,1000,0.7657444477081299
28000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14845.4946433826,1000,0.7545682787895203
29000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-15133.926820443725,1000,0.7269525527954102
30000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14400.127043233239,1000,0.718093752861023
31000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14700.457162939823,1000,0.7295327186584473
32000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14974.259103076605,1000,0.7425135374069214
33000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14204.486055271545,1000,0.7539461255073547
34000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14746.184044839032,1000,0.7518067359924316
35000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14987.996427085562,1000,0.7490831017494202
36000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14798.394624812581,1000,0.7420469522476196
37000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-15167.359908555132,1000,0.7325419187545776
38000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14763.944624980537,1000,0.7232703566551208
39000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14251.909355215786,1000,0.7256972789764404
40000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-15306.616906427289,1000,0.7435187697410583
41000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14926.592150944918,1000,0.7563878297805786
42000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-15132.44698048467,1000,0.7582846283912659
43000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14913.153957249404,1000,0.7556402683258057
44000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14377.949933575588,1000,0.7438022494316101
45000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14870.856416109475,1000,0.7373185157775879
46000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-15101.593922741695,1000,0.7424877882003784
47000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14788.303417070245,1000,0.7423461079597473
48000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14441.143151539163,1000,0.7486692070960999
49000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14798.828810600296,1000,0.7522152066230774
50000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-15158.615262216843,1000,0.7494957447052002
51000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14859.443944714514,1000,0.754778265953064
52000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14915.749654040534,1000,0.7460156083106995
53000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14278.73500632313,1000,0.7507155537605286
54000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14837.898953436403,1000,0.7521376013755798
55000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14373.614588539864,1000,0.7565513849258423
56000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-15109.431495422288,1000,0.7586237192153931
57000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14875.683478644765,1000,0.7591843605041504
58000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14268.446566021626,1000,0.7555785179138184
59000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14182.65231569583,1000,0.7519506812095642
60000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-15299.089160118176,1000,0.7498407363891602
61000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-15154.357836217605,1000,0.7457789182662964
62000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14411.453580410182,1000,0.7519378662109375
63000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-15126.21584522282,1000,0.7591896653175354
64000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14204.541507778269,1000,0.7621793746948242
65000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14941.814594260843,1000,0.7644205093383789
66000,9,90.0,10.0,auto_scaled,,auto_target_p090_scale_10,-14270.795040989093,1000,0.7610311508178711
