global_step,critic_loss,actor_loss,alpha,logp,alpha_loss
10000,177.31961059570312,-0.09518902748823166,0.2,-1.3430815935134888,-5.3804826736450195
11000,108.67366027832031,8.211410522460938,0.1566901368630778,0.6896829009056091,-2.4286532402038574
12000,22.42255210876465,8.36812686920166,0.13517852480051024,1.4419949054718018,-1.1166568994522095
13000,43.633731842041016,10.777729988098145,0.12564186691942336,2.1222000122070312,0.2534816861152649
14000,73.15809631347656,6.781070232391357,0.1170118437372259,1.713950753211975,-0.6137129068374634
15000,73.71975708007812,5.924328804016113,0.11980416681424416,2.2088637351989746,0.4431873559951782
16000,110.80244445800781,0.5410892963409424,0.12268077317988291,2.360261917114258,0.7558901309967041
17000,24.07707977294922,0.7534413933753967,0.12761434866880017,1.8064292669296265,-0.3985123336315155
18000,42.192237854003906,0.11382889747619629,0.12632345953759516,1.7727285623550415,-0.4702039361000061
19000,36.86536407470703,2.4813308715820312,0.12406620258337804,1.9715622663497925,-0.05934762954711914
20000,34.40745544433594,-2.7099032402038574,0.11705999213353938,1.7531949281692505,-0.5294138193130493
21000,25.038036346435547,-5.203468322753906,0.11651804528683374,2.0566744804382324,0.12183359265327454
22000,28.94588851928711,1.5887864828109741,0.11114413449472016,2.27618408203125,0.6067562103271484
23000,40.84515380859375,1.0178141593933105,0.1151076747013271,2.001035213470459,0.0022383779287338257
24000,6.771584987640381,-4.5110883712768555,0.11223786088497725,1.6930713653564453,-0.6712943315505981
25000,10.93431282043457,-4.466196060180664,0.10031779783999077,1.817596197128296,-0.41942161321640015
26000,16.090957641601562,-3.6083288192749023,0.0967293686032291,2.3930163383483887,0.9180223345756531
27000,26.081218719482422,-5.723863124847412,0.10509577469336662,1.8488340377807617,-0.3405594229698181
28000,35.651153564453125,-7.151304721832275,0.09345655992261256,2.1479032039642334,0.3505689799785614
29000,4.987936973571777,-6.253034591674805,0.09239205710399138,2.0821657180786133,0.1956951767206192
30000,17.531475067138672,-6.38956356048584,0.08723289445382995,1.7335536479949951,-0.6499087810516357
31000,11.877885818481445,-8.152103424072266,0.08390026628813037,1.9501954317092896,-0.12342211604118347
32000,47.856178283691406,-9.10100269317627,0.08661794292456591,1.9831907749176025,-0.041119471192359924
33000,48.115386962890625,-10.445363998413086,0.09395497864191772,2.013392925262451,0.03167330473661423
34000,13.32091999053955,-7.408106803894043,0.09199058639598447,1.9240987300872803,-0.18110604584217072
35000,6.1921586990356445,-10.552090644836426,0.08985051489810622,2.462259292602539,1.1138637065887451
36000,7.394848346710205,-10.581101417541504,0.0846611920415706,1.9436475038528442,-0.13913993537425995
37000,91.740966796875,-10.42345905303955,0.07640950350462997,1.764871597290039,-0.6046672463417053
