timestep,seed,target_angle_deg,reward_scale,mode,manual_alpha,condition,episode_return,episode_length,alpha
1000,11,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5638.220914160749,1000,0.003000000026077032
2000,11,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5305.386638419582,1000,0.003000000026077032
3000,11,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5533.259806419114,1000,0.003000000026077032
4000,11,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5559.439381213897,1000,0.003000000026077032
5000,11,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5211.755182920671,1000,0.003000000026077032
6000,11,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5438.437194734609,1000,0.003000000026077032
7000,11,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5513.749946605091,1000,0.003000000026077032
8000,11,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5681.2084363473805,1000,0.003000000026077032
9000,11,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5312.428887479392,1000,0.003000000026077032
10000,11,-60.0,1.0,manual,0.003,manual_target_m060_alpha_0p003_scale_1,-5660.291058253724,1000,0.003000000026077032
