global_step,critic_loss,actor_loss,alpha,alpha_loss,entropy
31000,1540.8800048828125,-514.6005249023438,21.269215652858357,-0.013586414977908134,1.3541244268417358
32000,262.55487060546875,-620.63525390625,24.26086962190139,-0.013454984873533249,1.354349136352539
33000,306.76177978515625,-746.8736572265625,27.502620698872928,-0.0077470093965530396,1.3562309741973877
34000,464.2310791015625,-857.760009765625,31.220406826025798,-0.0010694086086004972,1.3582576513290405
35000,370.9272766113281,-999.02978515625,36.12415529072134,0.0018020300194621086,1.3590707778930664
36000,1128.003173828125,-1146.919677734375,41.03332080969861,-0.007445697672665119,1.356563925743103
37000,359.8453063964844,-1348.2611083984375,47.05412267215146,-0.016989128664135933,1.3541572093963623
38000,1559.883544921875,-1565.7261962890625,52.97351698118225,0.007657686714082956,1.3604974746704102
39000,2114.1826171875,-1775.2978515625,59.835171205076435,0.003961822018027306,1.3595366477966309
40000,9602.275390625,-1923.6900634765625,67.66826411479961,-0.029272204264998436,1.3516230583190918
41000,3167.529052734375,-2384.414794921875,76.18012592631112,0.009472676552832127,1.3607544898986816
42000,2700.1484375,-2628.3115234375,85.80065957367015,-0.0049748290330171585,1.3574509620666504
43000,3012.889892578125,-2971.743408203125,96.91728077661541,-0.015435543842613697,1.3551936149597168
44000,3070.034912109375,-3398.677734375,108.15067467150433,0.008730312809348106,1.360432505607605
45000,10359.7763671875,-3892.36279296875,122.4705837345027,0.0023956329096108675,1.3590667247772217
46000,84734.9375,-4298.1689453125,138.5452850043966,-0.009675325825810432,1.3566062450408936
47000,9517.1015625,-4799.9873046875,154.3672688450711,0.0039947861805558205,1.359361171722412
48000,11909.2626953125,-5589.47265625,175.0659754325181,0.004651445429772139,1.359468936920166
49000,56969.32421875,-6323.39697265625,192.88934475339101,0.01611439697444439,1.3616307973861694
50000,18422.91796875,-7046.16650390625,219.14412488876968,0.006072238087654114,1.3596950769424438
51000,311925.5,-7800.84423828125,249.7566343220268,-0.016716351732611656,1.35554039478302
52000,23298.9296875,-8501.533203125,283.073160942904,-0.014515447430312634,1.3559974431991577
53000,30031.865234375,-10042.19921875,312.7670072983265,0.004589622374624014,1.3593671321868896
54000,253854.75,-10706.8046875,348.254854969057,-0.002105424180626869,1.3582086563110352
55000,63424.71875,-12575.3203125,389.41401021880824,0.010742900893092155,1.3603695631027222
56000,39997.9375,-14110.4599609375,434.7571198830344,-0.0018005059100687504,1.3582719564437866
57000,103906.5625,-15326.65234375,489.4990845345865,-0.010105355642735958,1.3569368124008179
58000,144933.65625,-17212.80859375,545.8669268470317,-0.00858994945883751,1.3572053909301758
59000,390458.125,-19598.759765625,614.5920718579047,-0.01914651319384575,1.3555865287780762
60000,229500.28125,-22266.529296875,679.094238106082,0.004426912404596806,1.3592473268508911
61000,2291887.0,-24104.734375,750.2529783035287,-0.02500639483332634,1.354791283607483
62000,177286.78125,-27397.52734375,853.7300352901103,-0.009196349419653416,1.3572059869766235
63000,762372.75,-31222.7890625,960.6991587769917,-0.026462793350219727,1.3547152280807495
64000,1088921.75,-33890.421875,1054.3325169124344,-0.009307912550866604,1.3572312593460083
65000,1561071.25,-38239.98046875,1195.5202011415172,0.002556898631155491,1.3589292764663696
66000,1199349.625,-42951.1484375,1299.7442424645517,-0.005746178794652224,1.3577669858932495
67000,2655090.5,-46863.61328125,1443.462903159874,-0.0004641206469386816,1.3585047721862793
68000,1167229.5,-53799.51171875,1617.7690988088268,-0.005554895848035812,1.3578166961669922
69000,1358528.0,-57748.453125,1765.2167493333857,-0.00277742394246161,1.3581969738006592
70000,6647272.5,-62698.421875,1926.0726366804033,-0.010800125077366829,1.3571405410766602
71000,1589685.5,-70923.1328125,2185.0822956970787,-0.020419634878635406,1.3559129238128662
72000,25949656.0,-80904.828125,2420.7890561795266,-0.012293295003473759,1.3569906949996948
73000,9595424.0,-86383.9375,2648.0061971552914,-0.013117563910782337,1.356904149055481
74000,15274672.0,-98763.625,2969.549486912934,0.0029898027423769236,1.3589423894882202
75000,29957524.0,-110657.828125,3326.885491874567,0.01790047064423561,1.3607757091522217
76000,49281144.0,-121369.828125,3568.6194202335832,-0.01909784972667694,1.3562337160110474
77000,4437184.5,-136453.59375,4132.470594701265,-0.012398122809827328,1.3570793867111206
78000,28339902.0,-144768.703125,4599.706129201159,-0.02238452062010765,1.3559142351150513
79000,20795052.0,-160504.90625,5008.028448492572,-0.026670997962355614,1.3554375171661377
80000,21793230.0,-179109.28125,5429.927234907404,0.014403913170099258,1.360243320465088
81000,40895356.0,-198872.625,6164.984832328009,-0.02531624026596546,1.3556674718856812
82000,24596424.0,-224488.640625,6602.064751877496,-0.023635132238268852,1.3558810949325562
83000,28454592.0,-245754.921875,7055.89975069829,-0.017723150551319122,1.3565683364868164
84000,28334244.0,-266898.5625,7865.948476885351,-0.016328586265444756,1.356748104095459
85000,177565568.0,-292231.0,8711.830616480074,0.006851488724350929,1.3593236207962036
86000,22930648.0,-332483.25,9609.04049844874,0.011483412235975266,1.3598206043243408
87000,24843584.0,-362066.3125,10107.097207628287,-0.015971031039953232,1.3568364381790161
88000,240632640.0,-375613.65625,11657.735171372875,-0.012820282950997353,1.3571991920471191
89000,652531456.0,-427325.03125,12660.156226073428,-0.010274697095155716,1.357480764389038
90000,72860720.0,-485361.0,13495.946383672095,0.02101723849773407,1.3607784509658813
91000,1087126528.0,-503863.4375,14873.00505594993,-0.007753288373351097,1.3577613830566406
92000,271697408.0,-584744.0,16507.612722936898,0.009526190347969532,1.3595492839813232
93000,1663066368.0,-624886.5625,17384.62892722232,-0.018092075362801552,1.3567153215408325
94000,312833408.0,-684462.625,19546.287584254707,-0.024006415158510208,1.3561387062072754
95000,668384000.0,-734479.25,20705.905700799554,-0.011321996338665485,1.3574291467666626
96000,4285629184.0,-789281.0,23324.299602875537,-0.022390782833099365,1.356342077255249
97000,320443360.0,-862729.6875,24845.03751099259,-0.0033637122251093388,1.3582360744476318
98000,206685088.0,-953519.75,26353.586769142217,-0.014962734654545784,1.3570984601974487
99000,929439424.0,-1030729.375,29230.565627020987,-0.0070869289338588715,1.3578791618347168
100000,2076734720.0,-1117474.875,31374.033504972915,0.0034276354126632214,1.358899474143982
101000,2631576832.0,-1226934.25,34175.18468484783,0.024881161749362946,1.3609517812728882
102000,2269775616.0,-1329669.125,36470.81904529234,-0.0028645051643252373,1.3582956790924072
103000,9214815232.0,-1448782.25,39300.50154283137,-0.02022363245487213,1.356656789779663
104000,15000643584.0,-1548048.0,43264.68009479476,0.011614255607128143,1.3596563339233398
105000,289803712.0,-1699882.875,45872.66464516646,-0.018880533054471016,1.356809377670288
106000,1465898496.0,-1770867.125,49933.635320024245,-0.012268578633666039,1.3574343919754028
107000,4072894720.0,-1914740.25,52875.52524520433,-0.007827912457287312,1.3578486442565918
108000,6017518592.0,-2070762.5,59401.92411406929,0.0009781976696103811,1.3586574792861938
109000,14250231808.0,-2294537.5,63111.618037131186,-0.013433101586997509,1.3573529720306396
110000,1812427264.0,-2435368.0,66080.54271677109,0.007268596440553665,1.3592233657836914
111000,5768401920.0,-2621966.5,72699.50713054997,-0.008228998631238937,1.3578332662582397
112000,52438614016.0,-2910906.0,77559.72367631899,-0.0011267855297774076,1.3584684133529663
113000,11538822144.0,-3070276.5,83095.0002546026,-0.011542866937816143,1.3575494289398193
114000,15302864896.0,-3315421.5,90221.7416971692,0.015467554330825806,1.3599239587783813
115000,2321063936.0,-3546511.75,96287.53346490953,0.016253991052508354,1.3599848747253418
116000,122143383552.0,-3658103.5,95458.49488832605,-0.0008588926866650581,1.358493447303772
117000,8308443136.0,-3927223.5,107008.25458637186,-0.002115014009177685,1.3583858013153076
118000,41657593856.0,-4240025.0,112770.62303662187,0.007174025289714336,1.3591852188110352
119000,10364211200.0,-4638040.0,121603.5001985037,0.00015878985868766904,1.3585820198059082
120000,28329259008.0,-4878751.5,131547.21297267394,0.02528143860399723,1.3607133626937866
121000,14589916160.0,-5394991.0,141680.83542259136,-0.027438323944807053,1.3562551736831665
122000,34710175744.0,-5571904.0,153147.60425863502,-0.010781794786453247,1.3576654195785522
123000,7771458560.0,-5954110.5,156721.3943382126,0.010144650936126709,1.3594163656234741
124000,31439126528.0,-6410865.5,177618.7249468038,0.004374781157821417,1.3589303493499756
125000,103941693440.0,-6808483.5,178774.2204850479,-0.012653475627303123,1.3575222492218018
126000,41743556608.0,-7359779.0,189811.3872290798,-0.01152706053107977,1.3576200008392334
127000,376534597632.0,-7754341.0,205493.59211897783,-0.013162137009203434,1.357492446899414
128000,69286821888.0,-8225828.5,209796.48530551585,-0.003880716161802411,1.358251690864563
129000,247397662720.0,-9214856.0,226343.77201995716,-0.0094248466193676,1.3578040599822998
130000,81126555648.0,-9618890.0,238834.80910511958,-0.010970614850521088,1.357682466506958
131000,40352423936.0,-9967709.0,253983.37620189003,0.0037456825375556946,1.3588695526123047
132000,18841411584.0,-10705788.0,278805.361223337,-0.0031138062477111816,1.3583201169967651
133000,96556302336.0,-11351342.0,281858.30313855375,-0.008444256149232388,1.3578954935073853
134000,260221173760.0,-11867958.0,314515.7119343813,0.004206540994346142,1.358900785446167
135000,470719397888.0,-12046004.0,319253.80174327915,0.00614631874486804,1.359053373336792
136000,172873596928.0,-13597662.0,330148.2433666289,-0.006446794606745243,1.3580610752105713
137000,339095552000.0,-13941459.0,357918.4870611064,0.0020691207610070705,1.3587303161621094
138000,177529864192.0,-14751096.0,366734.83935753914,0.001336012501269579,1.3586726188659668
139000,67880923136.0,-15401520.0,384299.7627238616,0.006956314668059349,1.3591094017028809
140000,514503278592.0,-15869692.0,400597.2290071349,-0.014383217319846153,1.3574535846710205
141000,55460077568.0,-16866106.0,429455.8658139458,0.007057501934468746,1.3591126203536987
142000,714564567040.0,-18014398.0,455013.67475874914,0.0022936940658837557,1.358744502067566
143000,534313369600.0,-19003624.0,464077.1165491997,0.0019532060250639915,1.3587181568145752
144000,968515387392.0,-19677824.0,490157.43674227287,0.006120708771049976,1.359035611152649
145000,639807324160.0,-20656194.0,517414.1027738688,-0.006587128154933453,1.3580677509307861
146000,919165337600.0,-21947850.0,522715.8618667607,0.015743479132652283,1.3597640991210938
147000,129813209088.0,-23246536.0,567193.1527344087,0.004049529321491718,1.3588740825653076
148000,253188194304.0,-24304290.0,582316.7071102659,-0.000420963391661644,1.358536720275879
149000,9071711223808.0,-25693128.0,625312.9756092501,0.00013336155097931623,1.3585784435272217
150000,461927809024.0,-25853532.0,631146.6323437764,0.013216983526945114,1.35955810546875
151000,794460487680.0,-26772860.0,673102.1285097349,-0.0017907042056322098,1.3584349155426025
152000,933773836288.0,-28278572.0,672227.7326037644,0.005696653388440609,1.3589929342269897
153000,1129937240064.0,-31623290.0,733990.8470673522,-0.019900303333997726,1.3570950031280518
154000,1223095222272.0,-31972508.0,745001.7371840973,0.00039308867417275906,1.3585975170135498
155000,190776803328.0,-33229784.0,731846.9393734438,0.005734055303037167,1.3589930534362793
156000,2276346298368.0,-35915332.0,807685.6261754227,-0.01874202862381935,1.3571906089782715
157000,3399284948992.0,-35254288.0,842709.8975603522,0.0012515380512923002,1.3586602210998535
158000,13036273270784.0,-37181536.0,859490.564641751,0.0030991362873464823,1.3587952852249146
159000,3207670267904.0,-38660124.0,960089.5715143759,-0.004346795380115509,1.358253002166748
160000,346583728128.0,-42018096.0,972853.8330006555,-0.013299504294991493,1.3576037883758545
161000,2665150939136.0,-42048528.0,944130.8880495913,-0.004096776247024536,1.3582706451416016
162000,19357656678400.0,-40912120.0,1002767.72374385,0.025724004954099655,1.3604300022125244
163000,2851551313920.0,-47376160.0,1057493.9957679221,-0.02304336056113243,1.3569072484970093
164000,2557342908416.0,-48455640.0,1132882.5360717985,-0.007640795316547155,1.358020305633545
165000,1246666162176.0,-48270176.0,1175134.7395226182,0.005441808141767979,1.3589577674865723
166000,1862537314304.0,-52069112.0,1219304.426767775,-0.01237334031611681,1.3576855659484863
167000,3567330000896.0,-53318924.0,1237442.251038409,-0.0077537912875413895,1.358015775680542
168000,2519769546752.0,-53993168.0,1348422.7743301052,0.00808749906718731,1.3591413497924805
169000,4007464009728.0,-56606968.0,1369632.4287018052,0.0015629231929779053,1.3586790561676025
170000,8521921855488.0,-59464592.0,1380814.1908866372,0.008772817440330982,1.3591889142990112
171000,1823716409344.0,-60341468.0,1479090.611767608,0.008613115176558495,1.3591747283935547
172000,13216288604160.0,-63347536.0,1461472.6185621,0.015862366184592247,1.3596858978271484
173000,31197140877312.0,-66219304.0,1606115.3621935975,0.012609226629137993,1.3594508171081543
174000,5815200645120.0,-69433040.0,1674152.0781923975,-0.007846073247492313,1.3580209016799927
175000,7986838765568.0,-69853272.0,1681018.8944861535,-0.004503859207034111,1.3582541942596436
176000,4612882956288.0,-73953536.0,1693512.0781846957,0.012271859683096409,1.359424114227295
177000,5809446584320.0,-75492896.0,1894565.6745032351,0.01343848742544651,1.359498143196106
178000,7500749340672.0,-79540160.0,2068259.2534682695,0.011469817720353603,1.3593571186065674
179000,8566618456064.0,-86949176.0,2100436.1828123885,-0.02617003209888935,1.3567707538604736
180000,1957154258944.0,-88858960.0,2038520.5039917214,-0.01306366827338934,1.3576692342758179
181000,1645174325248.0,-85259000.0,2018731.4253413395,0.022824019193649292,1.3601405620574951
182000,5470098554880.0,-92506120.0,2056837.0348054299,-0.002060318598523736,1.358426570892334
183000,41500809363456.0,-97255856.0,2055177.5681921083,0.004527422599494457,1.358879804611206
184000,1728563904512.0,-97274504.0,2109590.971208929,0.006018802989274263,1.3589818477630615
185000,8521616195584.0,-99886032.0,2105253.785977879,0.007996967062354088,1.3591177463531494
186000,36444777218048.0,-97650560.0,2175285.08169989,0.015665877610445023,1.3596419095993042
187000,36596665548800.0,-107876288.0,2342184.8432612065,-0.000322108156979084,1.358546495437622
188000,13531548221440.0,-105195080.0,2426691.145485376,0.01283837016671896,1.3594416379928589
189000,48172747456512.0,-111193072.0,2473194.5870187557,0.005232285708189011,1.3589239120483398
190000,19718601703424.0,-120956304.0,2640240.7310391273,-0.02068895846605301,1.3571691513061523
191000,80918945464320.0,-117372160.0,2745384.585174905,0.010733362287282944,1.3592923879623413
192000,17307327791104.0,-126175360.0,2958675.1339215864,-0.012351267039775848,1.3577394485473633
193000,9368475009024.0,-133382128.0,3030989.858919703,-0.021597037091851234,1.357121229171753
194000,8269285294080.0,-135744736.0,3093555.1532210074,-0.013525757938623428,1.3576633930206299
195000,24963448832000.0,-139791552.0,3232595.41335226,0.00730626005679369,1.3590558767318726
196000,11255249108992.0,-146025072.0,3401953.410897977,-0.015406565740704536,1.3575440645217896
197000,172363899469824.0,-146703744.0,3501412.357995946,0.008793909102678299,1.35915207862854
198000,62225758814208.0,-152723760.0,3388266.421458945,0.003276245901361108,1.3587863445281982
199000,8157743546368.0,-156594832.0,3493136.5044260947,-0.007001086138188839,1.3581037521362305
200000,40998944112640.0,-164162848.0,3554205.8539077314,-0.003455533180385828,1.3583394289016724
201000,176472153128960.0,-161038240.0,3599583.674287308,0.013238550163805485,1.359445333480835
202000,182286163116032.0,-165355760.0,3640569.0137829115,0.010134030133485794,1.3592392206192017
203000,62436610670592.0,-182609264.0,3825400.5872565527,-0.039004135876894,1.3559951782226562
204000,116779993006080.0,-177936752.0,3949418.692090427,0.002577919512987137,1.3587381839752197
205000,10190094073856.0,-181109888.0,3829584.153748301,0.0019201133400201797,1.3586950302124023
206000,458482390138880.0,-182548032.0,3804456.241054091,-2.525816671550274e-05,1.3585667610168457
207000,234737562025984.0,-183487968.0,3886835.788090112,0.014363553375005722,1.3595150709152222
208000,6172903997440.0,-196921744.0,4166059.2161828787,-0.014546632766723633,1.3576140403747559
209000,7857163468800.0,-196321824.0,4310566.611555788,-0.003987782634794712,1.3583073616027832
210000,62308038475776.0,-206297120.0,4469532.155477732,-0.003047074656933546,1.3583693504333496
211000,73324654755840.0,-203216112.0,4641441.415594477,0.009330922737717628,1.3591763973236084
212000,58166096166912.0,-211101888.0,4938904.029885356,-2.7809524908661842e-05,1.3585666418075562
213000,29457226137600.0,-213219600.0,4986138.7779834485,0.020430851727724075,1.3598932027816772
214000,157867797643264.0,-219848672.0,4757755.008072257,0.02272571250796318,1.3600465059280396
215000,100293190615040.0,-226110032.0,4959518.897244683,0.012643231078982353,1.3593885898590088
216000,64829331079168.0,-227472752.0,4950834.783313107,0.005666865035891533,1.358936071395874
217000,368952320458752.0,-248329536.0,5096397.649226755,-0.020665619522333145,1.357230305671692
218000,135418943111168.0,-237598016.0,5286180.950434675,0.003133025486022234,1.3587708473205566
219000,138824801845248.0,-241300016.0,5433757.916041115,0.014777268283069134,1.3595211505889893
220000,50480348659712.0,-254156304.0,5772017.913619518,0.0068166255950927734,1.3590061664581299
221000,9629299900416.0,-266759920.0,5673864.441436776,-0.010733417235314846,1.3578782081604004
222000,35205838536704.0,-259111680.0,5699472.24414502,0.018618527799844742,1.3597652912139893
223000,7606176317440.0,-274436768.0,5857711.482071561,0.0037718694657087326,1.358810544013977
224000,94176066666496.0,-273231040.0,6071207.156373412,0.001501704566180706,1.3586645126342773
225000,116805125275648.0,-283599680.0,6395799.462913102,0.0077522690407931805,1.3590631484985352
226000,40358356451328.0,-285479616.0,6541878.046826678,0.02215452492237091,1.3599801063537598
227000,82652879126528.0,-298313824.0,6544683.086262888,0.010745909996330738,1.359253168106079
228000,59661239713792.0,-315653504.0,6666144.400568398,-0.02268887124955654,1.3571243286132812
229000,400174484553728.0,-328179808.0,6640460.574821332,-0.03238299489021301,1.3565069437026978
230000,164717750386688.0,-317292608.0,6626140.6339525115,0.0011514085344970226,1.3586417436599731
231000,173408230834176.0,-322227232.0,7094962.109554392,-0.001378160435706377,1.3584810495376587
232000,236272576626688.0,-347576768.0,7133713.10404583,-0.006505783647298813,1.3581562042236328
233000,144707715858432.0,-343196288.0,7196599.800894174,0.005312307272106409,1.3589048385620117
234000,1052768424951808.0,-338119168.0,7274792.734009798,0.017797643318772316,1.3596948385238647
235000,149852918906880.0,-368577504.0,7306343.972440178,-0.02455333061516285,1.3570148944854736
236000,188649459154944.0,-368638592.0,7694589.300503868,-0.023345669731497765,1.3570960760116577
237000,246927501295616.0,-358953600.0,7809251.788893521,0.01736496016383171,1.3596625328063965
238000,322110668931072.0,-366728672.0,8073774.285481233,0.005526755936443806,1.3589160442352295
239000,148281061539840.0,-384346976.0,8300532.129064979,0.003760477527976036,1.35880446434021
240000,242988009652224.0,-392269024.0,8436493.75883217,0.007427649572491646,1.3590342998504639
241000,72228666343424.0,-406395200.0,8521430.553608136,-0.012622054666280746,1.3577775955200195
242000,81938782093312.0,-408431232.0,8838610.024438165,-0.008449822664260864,1.3580400943756104
243000,911548088320000.0,-418711520.0,9205778.82612191,-0.013142701238393784,1.3577487468719482
244000,176080304472064.0,-430870912.0,9235510.1313295,-0.013178275898098946,1.3577468395233154
245000,456186730119168.0,-444730016.0,9104384.59143964,-0.02008631080389023,1.357314944267273
246000,222852531879936.0,-442406912.0,9723414.376243409,-0.007952963933348656,1.3580741882324219
247000,72383360663552.0,-454392256.0,9269183.921648346,-0.009041322395205498,1.3580048084259033
248000,161834871029760.0,-469413344.0,10193755.15665979,-0.022115057334303856,1.3571979999542236
249000,259964639641600.0,-471386880.0,10886152.227425776,0.00326445116661489,1.3587698936462402
250000,87152855613440.0,-475576832.0,10843684.652862828,0.0013992195017635822,1.3586548566818237
