timestep,seed,target_angle_deg,reward_scale,mode,manual_alpha,condition,episode_return,episode_length,alpha
1000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-423.79304553848954,1000,0.009999999776482582
2000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-180.7227926911752,1000,0.009999999776482582
3000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-153.87233546768636,1000,0.009999999776482582
4000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-148.57052946608445,1000,0.009999999776482582
5000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-144.38560196364415,1000,0.009999999776482582
6000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-146.60432688006378,1000,0.009999999776482582
7000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-151.648630342309,1000,0.009999999776482582
8000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-842.5763802826663,1000,0.009999999776482582
9000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-147.09418393694327,1000,0.009999999776482582
10000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-654.1446265458198,1000,0.009999999776482582
11000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-146.8118005864485,1000,0.009999999776482582
12000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-145.87880371241496,1000,0.009999999776482582
13000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-146.59909909044825,1000,0.009999999776482582
14000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-262.748709253595,1000,0.009999999776482582
15000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-151.39771519620888,1000,0.009999999776482582
16000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-145.03553913362597,1000,0.009999999776482582
17000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-151.6695002340465,1000,0.009999999776482582
18000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-244.4044660269961,1000,0.009999999776482582
19000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-148.54288367308223,1000,0.009999999776482582
20000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-148.23421910499715,1000,0.009999999776482582
21000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-145.28358644854995,1000,0.009999999776482582
22000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-148.76011813612715,1000,0.009999999776482582
23000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-151.07750982235524,1000,0.009999999776482582
24000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-146.55972786149567,1000,0.009999999776482582
25000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-199.05154550333967,1000,0.009999999776482582
26000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-147.1707307800121,1000,0.009999999776482582
27000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-189.32091930257798,1000,0.009999999776482582
28000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-150.66283804268775,1000,0.009999999776482582
29000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-183.96174750053603,1000,0.009999999776482582
30000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-153.26137985514586,1000,0.009999999776482582
31000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-152.46484015106873,1000,0.009999999776482582
32000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-148.15717168665225,1000,0.009999999776482582
33000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-148.50845012412043,1000,0.009999999776482582
34000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-157.29844116825703,1000,0.009999999776482582
35000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-152.1597898060319,1000,0.009999999776482582
36000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-146.54821581183975,1000,0.009999999776482582
37000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-145.40588976657142,1000,0.009999999776482582
38000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-149.55315113296936,1000,0.009999999776482582
39000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-173.50231433674097,1000,0.009999999776482582
40000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-149.45311196727113,1000,0.009999999776482582
41000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-170.71172434325555,1000,0.009999999776482582
42000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-147.43864709145683,1000,0.009999999776482582
43000,12,90.0,0.1,manual_scaled,0.01,manual_target_p090_alpha_0p01_scale_0.1,-149.7054999732109,1000,0.009999999776482582
