global_step,event,episode_return,episode_length,alpha,hover_reward_value,replay_size,critic_loss,actor_loss,logp
148,episode_end,-319.05979163825805,148,0.010000000000000005,200.0,,,,
249,episode_end,-221.00043115037437,101,0.010000000000000005,200.0,,,,
365,episode_end,-282.3147549033948,116,0.010000000000000005,200.0,,,,
458,episode_end,-50.889745412906606,93,0.010000000000000005,200.0,,,,
579,episode_end,-226.20775527739235,121,0.010000000000000005,200.0,,,,
662,episode_end,-127.46376875375223,83,0.010000000000000005,200.0,,,,
760,episode_end,-331.2955699645724,98,0.010000000000000005,200.0,,,,
878,episode_end,-201.9365289065832,118,0.010000000000000005,200.0,,,,
974,episode_end,-112.21268747659539,96,0.010000000000000005,200.0,,,,
1000,train_step,,,0.010000000000000005,200.0,1000,,,
1090,episode_end,-154.81797243101977,116,0.010000000000000005,200.0,,,,
1219,episode_end,-114.25570649568456,129,0.010000000000000005,200.0,,,,
1305,episode_end,106.44941088385914,86,0.010000000000000005,200.0,,,,
1431,episode_end,-269.22683392814315,126,0.010000000000000005,200.0,,,,
1539,episode_end,-382.0794005640124,108,0.010000000000000005,200.0,,,,
1619,episode_end,-450.4722051713344,80,0.010000000000000005,200.0,,,,
1738,episode_end,-3.850723022578933,119,0.010000000000000005,200.0,,,,
1846,episode_end,-443.25560099895836,108,0.010000000000000005,200.0,,,,
1924,episode_end,-74.1129944837972,78,0.010000000000000005,200.0,,,,
2000,train_step,,,0.010000000000000005,200.0,2000,,,
2041,episode_end,-290.37023129933914,117,0.010000000000000005,200.0,,,,
2174,episode_end,-309.4698121665613,133,0.010000000000000005,200.0,,,,
2285,episode_end,-365.54505205306043,111,0.010000000000000005,200.0,,,,
2384,episode_end,-92.64532012171522,99,0.010000000000000005,200.0,,,,
2519,episode_end,-180.52939113119967,135,0.010000000000000005,200.0,,,,
2603,episode_end,-76.35894196095201,84,0.010000000000000005,200.0,,,,
2731,episode_end,-190.4963490482378,128,0.010000000000000005,200.0,,,,
2870,episode_end,33.354345704848896,139,0.010000000000000005,200.0,,,,
3000,train_step,,,0.010000000000000005,200.0,3000,,,
3015,episode_end,90.51508016419177,145,0.010000000000000005,200.0,,,,
3095,episode_end,-279.8712600107678,80,0.010000000000000005,200.0,,,,
3252,episode_end,-291.8309260019304,157,0.010000000000000005,200.0,,,,
3420,episode_end,-456.95395191311826,168,0.010000000000000005,200.0,,,,
3511,episode_end,-292.3057706550924,91,0.010000000000000005,200.0,,,,
3633,episode_end,-159.68926375283638,122,0.010000000000000005,200.0,,,,
3696,episode_end,-152.86964746728984,63,0.010000000000000005,200.0,,,,
3867,episode_end,-398.7888264695224,171,0.010000000000000005,200.0,,,,
3994,episode_end,-219.31246143423118,127,0.010000000000000005,200.0,,,,
4000,train_step,,,0.010000000000000005,200.0,4000,,,
4083,episode_end,117.80189111146612,89,0.010000000000000005,200.0,,,,
4203,episode_end,-226.31681080173308,120,0.010000000000000005,200.0,,,,
4324,episode_end,-281.0833333738331,121,0.010000000000000005,200.0,,,,
4414,episode_end,-357.31118990293476,90,0.010000000000000005,200.0,,,,
4510,episode_end,-134.2240095200215,96,0.010000000000000005,200.0,,,,
4585,episode_end,160.68776881610705,75,0.010000000000000005,200.0,,,,
4684,episode_end,-235.53574245177103,99,0.010000000000000005,200.0,,,,
4812,episode_end,-315.33568025589807,128,0.010000000000000005,200.0,,,,
4923,episode_end,-6.351460592527104,111,0.010000000000000005,200.0,,,,
5000,train_step,,,0.010000000000000005,200.0,5000,,,
5024,episode_end,-336.2651402175998,101,0.010000000000000005,200.0,,,,
5143,episode_end,-136.19168961329603,119,0.010000000000000005,200.0,,,,
5220,episode_end,-147.71779097833493,77,0.010000000000000005,200.0,,,,
5325,episode_end,-359.0109509159804,105,0.010000000000000005,200.0,,,,
5462,episode_end,-127.63250720487474,137,0.010000000000000005,200.0,,,,
5565,episode_end,-380.1341196278872,103,0.010000000000000005,200.0,,,,
5639,episode_end,-109.9294103722583,74,0.010000000000000005,200.0,,,,
5710,episode_end,-114.59960916404303,71,0.010000000000000005,200.0,,,,
5861,episode_end,-206.88771170982352,151,0.010000000000000005,200.0,,,,
5975,episode_end,-449.06927457537654,114,0.010000000000000005,200.0,,,,
6000,train_step,,,0.010000000000000005,200.0,6000,,,
6117,episode_end,-132.43905290349585,142,0.010000000000000005,200.0,,,,
6198,episode_end,131.1653044756917,81,0.010000000000000005,200.0,,,,
6299,episode_end,-271.5935703383977,101,0.010000000000000005,200.0,,,,
6422,episode_end,-138.5121953382343,123,0.010000000000000005,200.0,,,,
6494,episode_end,-58.93762683688133,72,0.010000000000000005,200.0,,,,
6589,episode_end,-236.95063411483133,95,0.010000000000000005,200.0,,,,
6763,episode_end,-175.36105666003485,174,0.010000000000000005,200.0,,,,
6855,episode_end,13.077009722727098,92,0.010000000000000005,200.0,,,,
6974,episode_end,-120.92855710342089,119,0.010000000000000005,200.0,,,,
7000,train_step,,,0.010000000000000005,200.0,7000,,,
7040,episode_end,-72.70838554834208,66,0.010000000000000005,200.0,,,,
7153,episode_end,-251.70675439106887,113,0.010000000000000005,200.0,,,,
7235,episode_end,139.98441220853934,82,0.010000000000000005,200.0,,,,
7402,episode_end,-153.46296818243957,167,0.010000000000000005,200.0,,,,
7492,episode_end,-274.48858035972546,90,0.010000000000000005,200.0,,,,
7598,episode_end,-438.792859364577,106,0.010000000000000005,200.0,,,,
7727,episode_end,-76.42869666956332,129,0.010000000000000005,200.0,,,,
7835,episode_end,153.36546911773334,108,0.010000000000000005,200.0,,,,
7943,episode_end,-272.5844739589268,108,0.010000000000000005,200.0,,,,
8000,train_step,,,0.010000000000000005,200.0,8000,,,
8053,episode_end,-160.74099124419894,110,0.010000000000000005,200.0,,,,
8163,episode_end,-360.0219769835813,110,0.010000000000000005,200.0,,,,
8258,episode_end,-330.7851549367314,95,0.010000000000000005,200.0,,,,
8375,episode_end,134.12621635375137,117,0.010000000000000005,200.0,,,,
8464,episode_end,-53.063242745563635,89,0.010000000000000005,200.0,,,,
8539,episode_end,-76.52665802013493,75,0.010000000000000005,200.0,,,,
8672,episode_end,-523.8657021298346,133,0.010000000000000005,200.0,,,,
8775,episode_end,-378.4158448250158,103,0.010000000000000005,200.0,,,,
8852,episode_end,-52.12520991896915,77,0.010000000000000005,200.0,,,,
8938,episode_end,-76.38304961718164,86,0.010000000000000005,200.0,,,,
9000,train_step,,,0.010000000000000005,200.0,9000,,,
9051,episode_end,-249.72127519768839,113,0.010000000000000005,200.0,,,,
9135,episode_end,76.75113268563388,84,0.010000000000000005,200.0,,,,
9255,episode_end,-83.44702501632294,120,0.010000000000000005,200.0,,,,
9360,episode_end,-307.028709259827,105,0.010000000000000005,200.0,,,,
9454,episode_end,-278.2571891844211,94,0.010000000000000005,200.0,,,,
9550,episode_end,-227.35305859170558,96,0.010000000000000005,200.0,,,,
9706,episode_end,-288.44331699146073,156,0.010000000000000005,200.0,,,,
9818,episode_end,-344.4967409321739,112,0.010000000000000005,200.0,,,,
9947,episode_end,-254.62157475670733,129,0.010000000000000005,200.0,,,,
10000,train_step,,,0.010000000000000005,200.0,10000,91.35011291503906,0.07877296209335327,-1.3224748373031616
10077,episode_end,-209.11937473456442,130,0.010000000000000005,200.0,,,,
10193,episode_end,-215.78570212695013,116,0.010000000000000005,200.0,,,,
10343,episode_end,-303.5525648519537,150,0.010000000000000005,200.0,,,,
10456,episode_end,-92.77777843971965,113,0.010000000000000005,200.0,,,,
10781,episode_end,-405.16003193546663,325,0.010000000000000005,200.0,,,,
10890,episode_end,-283.93136815242747,109,0.010000000000000005,200.0,,,,
