global_step,critic_loss,actor_loss,alpha,logp,alpha_loss
10000,11.980509757995605,-0.1585623025894165,0.2,-1.3137506246566772,-5.33327579498291
11000,133.76861572265625,6.750436782836914,0.15801622613530547,0.8015954494476318,-2.211125612258911
12000,31.081226348876953,7.590851306915283,0.1341954959118592,0.9824164509773254,-2.0437734127044678
13000,20.85430335998535,4.145524024963379,0.11666675153823937,1.8111886978149414,-0.40564852952957153
14000,9.032127380371094,7.225225448608398,0.1113950452564016,2.146456241607666,0.32142341136932373
15000,14.25328254699707,2.8469173908233643,0.12240964081155603,1.9897892475128174,-0.021446339786052704
16000,37.28064727783203,5.275697231292725,0.1286997634845918,1.980010986328125,-0.040982939302921295
17000,35.29798889160156,0.38006746768951416,0.12883406684072923,2.2030763626098633,0.41615045070648193
18000,28.389623641967773,1.0773515701293945,0.1322104221742217,1.8792479038238525,-0.24432484805583954
19000,35.434730529785156,4.56618070602417,0.12326014157755881,1.9427177906036377,-0.11991804838180542
20000,63.953269958496094,4.266646862030029,0.11590155786122698,2.105851888656616,0.2281120866537094
21000,31.923246383666992,1.678905725479126,0.10773486338237806,2.161714553833008,0.3603137135505676
22000,14.133785247802734,0.6523014903068542,0.10753936632155274,2.2329511642456055,0.5194573402404785
23000,38.45208740234375,-0.3414856791496277,0.10245690670683341,2.043570041656494,0.09926633536815643
24000,7.813543796539307,-2.497570753097534,0.09987743860068024,1.814707636833191,-0.42687883973121643
25000,37.48553466796875,0.6498703360557556,0.09858205927953825,2.2333457469940186,0.5406311750411987
26000,27.001083374023438,-1.8491599559783936,0.10152525897458696,1.8392530679702759,-0.3677002191543579
27000,14.872309684753418,0.5960837006568909,0.10566002233111138,2.084846019744873,0.19069349765777588
28000,23.618202209472656,-0.07288980484008789,0.10541781203228516,1.9152883291244507,-0.19058619439601898
29000,20.991519927978516,-1.4980326890945435,0.10631774658266743,1.9299601316452026,-0.15698197484016418
30000,8.360904693603516,-3.8076748847961426,0.10549559413174178,2.0321505069732666,0.07230938971042633
31000,5.943766117095947,-4.492386817932129,0.09853550619500219,2.0219409465789795,0.050844624638557434
32000,6.4926652908325195,1.5637238025665283,0.10268404195257663,2.320960283279419,0.7305372953414917
33000,38.69371032714844,-7.480874061584473,0.10225687222202158,1.8867385387420654,-0.25826629996299744
34000,6.398748874664307,-4.2703776359558105,0.10205445287913342,1.939048171043396,-0.13910718262195587
35000,5.402659893035889,-6.433452606201172,0.09796871973221291,2.0968666076660156,0.22503185272216797
36000,7.087574005126953,-6.669224739074707,0.09599971026966259,1.9275448322296143,-0.16979211568832397
37000,7.775173187255859,-3.9104113578796387,0.09037758572109365,2.076838970184326,0.18470247089862823
38000,8.53868293762207,-6.948307514190674,0.08827571358965973,1.9955209493637085,-0.010872066020965576
39000,10.580970764160156,-9.231657028198242,0.08725691777391772,2.0729010105133057,0.17779794335365295
